state_name,Day,people_fully_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations,total_vaccinations_per_hundred
Missouri,2021-01-20,49330,0.8,244476,3
Missouri,2021-01-21,58782,0.96,265382,4
Missouri,2021-01-22,66699,1.09,285697,4
Missouri,2021-01-23,68466,1.12,291723,4
Missouri,2021-01-24,73248,1.19,317737,5
Missouri,2021-01-25,75823,1.24,335695,5
Missouri,2021-01-26,76467,1.25,340273,5
Missouri,2021-01-27,79526,1.3,358150,5
Missouri,2021-01-28,85827,1.4,382552,6
Missouri,2021-01-29,92389,1.51,408441,6
Missouri,2021-01-30,92389,1.51,408441,6
Missouri,2021-01-31,100237,1.63,444384,7
Missouri,2021-02-01,103241,1.68,462202,7
Missouri,2021-02-02,104063,1.7,466406,7
Missouri,2021-02-03,106842,1.74,482112,7
Missouri,2021-02-04,112106,1.83,505207,8
Missouri,2021-02-05,118308,1.93,536188,8
Missouri,2021-02-06,129273,2.11,583949,9
Missouri,2021-02-07,141134,2.3,625152,10
Missouri,2021-02-08,146137,2.38,643439,10
Missouri,2021-02-09,147466,2.4,646863,10
Missouri,2021-02-10,154987,2.53,669658,10
Missouri,2021-02-11,163157,2.66,694992,11
Missouri,2021-02-12,172953,2.82,717483,11
Missouri,2021-02-13,205645,3.35,806902,13
Missouri,2021-02-14,225467,3.67,848026,13
Missouri,2021-02-16,238767,3.89,878941,14
Missouri,2021-02-17,244879,3.99,892006,14
Missouri,2021-02-18,259295,4.22,915475,14
Missouri,2021-02-19,295456,4.81,1014248,16
Missouri,2021-02-20,308971,5.03,1042872,16
Missouri,2021-02-21,336446,5.48,1083721,17
Missouri,2021-02-22,329170,5.36,1103908,17
Missouri,2021-02-23,332996,5.43,1110913,18
Missouri,2021-02-24,346732,5.65,1137233,18
Missouri,2021-02-25,364131,5.93,1167787,19
Missouri,2021-02-26,379109,6.18,1213449,19
Missouri,2021-02-27,411845,6.71,1278087,20
Missouri,2021-02-28,412856,6.73,1279404,20
Missouri,2021-03-01,443345,7.22,1375027,22
Missouri,2021-03-02,445647,7.26,1384067,22
Missouri,2021-03-03,457221,7.45,1415806,23
Missouri,2021-03-04,475411,7.75,1458439,23
Missouri,2021-03-05,493114,8.03,1504236,24
Missouri,2021-03-06,509879,8.31,1552157,25
Missouri,2021-03-07,525890,8.57,1600118,26
Missouri,2021-03-08,541587,8.82,1633864,26
Missouri,2021-03-09,544220,8.87,1647096,26
Missouri,2021-03-10,564507,9.2,1685362,27
Missouri,2021-03-11,581876,9.48,1724580,28
Missouri,2021-03-12,598136,9.75,1759789,28
Missouri,2021-03-13,632916,10.31,1867231,30
Missouri,2021-03-14,633641,10.32,1867231,30
Missouri,2021-03-15,647356,10.55,1897083,30
Missouri,2021-03-16,651541,10.62,1907859,31
Missouri,2021-03-17,663018,10.8,1939762,31
Missouri,2021-03-18,681207,11.1,1989274,32
Missouri,2021-03-19,697962,11.37,2033873,33
Missouri,2021-03-20,715623,11.66,2087816,34
Missouri,2021-03-21,736928,12.01,2143727,34
Missouri,2021-03-22,751322,12.24,2174546,35
Missouri,2021-03-23,758154,12.35,2192811,35
Missouri,2021-03-24,771381,12.57,2229686,36
Missouri,2021-03-25,789831,12.87,2276318,37
Missouri,2021-03-26,810307,13.2,2317440,37
Missouri,2021-03-27,836598,13.63,2371541,38
Missouri,2021-03-28,868835,14.16,2430704,39
Missouri,2021-03-29,888800,14.48,2464910,40
Missouri,2021-03-30,899208,14.65,2481467,40
Missouri,2021-03-31,924402,15.06,2524827,41
Missouri,2021-04-01,954162,15.55,2576981,41
Missouri,2021-04-02,997513,16.25,2668283,43
Missouri,2021-04-03,1027187,16.74,2745801,44
Missouri,2021-04-04,1057922,17.24,2807214,45
Missouri,2021-04-05,1077912,17.56,2853511,46
Missouri,2021-04-06,1081202,17.62,2861032,46
Missouri,2021-04-07,1101498,17.95,2904295,47
Missouri,2021-04-08,1139410,18.56,2970903,48
Missouri,2021-04-09,1165450,18.99,3020648,49
Missouri,2021-04-10,1201809,19.58,3083405,50
Montana,2021-01-12,5843,0.55,42083,3
Montana,2021-01-13,6823,0.64,44063,4
Montana,2021-01-15,8193,0.77,49364,4
Montana,2021-01-19,8671,0.81,55893,5
Montana,2021-01-20,9121,0.85,57220,5
Montana,2021-01-21,9962,0.93,60389,5
Montana,2021-01-22,11878,1.11,66348,6
Montana,2021-01-23,13235,1.24,72544,6
Montana,2021-01-24,14071,1.32,76590,7
Montana,2021-01-25,14111,1.32,77356,7
Montana,2021-01-26,14245,1.33,77748,7
Montana,2021-01-27,15397,1.44,81169,7
Montana,2021-01-28,18149,1.7,86213,8
Montana,2021-01-29,21007,1.97,92589,8
Montana,2021-01-30,23785,2.23,99272,9
Montana,2021-01-31,24885,2.33,104525,9
Montana,2021-02-01,25438,2.38,106145,9
Montana,2021-02-02,25824,2.42,107324,10
Montana,2021-02-03,26345,2.46,110374,10
Montana,2021-02-04,28942,2.71,116148,10
Montana,2021-02-05,30749,2.88,122536,11
Montana,2021-02-06,34207,3.2,130883,12
Montana,2021-02-07,36195,3.39,137765,12
Montana,2021-02-08,36596,3.42,139273,13
Montana,2021-02-09,36907,3.45,140124,13
Montana,2021-02-10,37966,3.55,144343,13
Montana,2021-02-11,39710,3.72,149339,13
Montana,2021-02-12,41895,3.92,157695,14
Montana,2021-02-13,44935,4.2,167360,15
Montana,2021-02-14,48739,4.56,176810,16
Montana,2021-02-16,50311,4.71,181665,17
Montana,2021-02-17,51293,4.8,184579,17
Montana,2021-02-18,53250,4.98,190070,17
Montana,2021-02-19,62657,5.86,221225,20
Montana,2021-02-20,66619,6.23,228890,21
Montana,2021-02-21,70876,6.63,237099,22
Montana,2021-02-22,72225,6.76,240814,22
Montana,2021-02-23,73053,6.84,243015,22
Montana,2021-02-24,75207,7.04,246626,23
Montana,2021-02-25,78148,7.31,252295,23
Montana,2021-02-26,81811,7.65,260990,24
Montana,2021-02-27,87239,8.16,271075,25
Montana,2021-02-28,92720,8.68,281422,26
Montana,2021-03-01,93750,8.77,284679,26
Montana,2021-03-02,94683,8.86,286163,26
Montana,2021-03-03,97027,9.08,291572,27
Montana,2021-03-04,101700,9.52,301007,28
Montana,2021-03-05,107265,10.04,312296,29
Montana,2021-03-06,113545,10.62,324102,30
Montana,2021-03-07,120103,11.24,337005,31
Montana,2021-03-08,122866,11.5,341554,31
Montana,2021-03-09,123617,11.57,343597,32
Montana,2021-03-10,126093,11.8,349631,32
Montana,2021-03-11,131017,12.26,359446,33
Montana,2021-03-12,136470,12.77,370463,34
Montana,2021-03-13,143387,13.42,383241,35
Montana,2021-03-14,148811,13.92,395770,37
Montana,2021-03-15,150873,14.12,398858,37
Montana,2021-03-16,152426,14.26,401716,37
Montana,2021-03-17,154190,14.43,406867,38
Montana,2021-03-18,156863,14.68,414258,38
Montana,2021-03-19,160293,15.0,422946,39
Montana,2021-03-20,164540,15.4,433315,40
Montana,2021-03-21,168240,15.74,443030,41
Montana,2021-03-22,170526,15.96,447675,41
Montana,2021-03-23,170551,15.96,447693,41
Montana,2021-03-24,172922,16.18,455003,42
Montana,2021-03-25,175996,16.47,463857,43
Montana,2021-03-26,180886,16.92,475058,44
Montana,2021-03-27,186055,17.41,487221,45
Montana,2021-03-28,192701,18.03,499029,46
Montana,2021-03-29,194738,18.22,502390,47
Montana,2021-03-30,195804,18.32,504919,47
Montana,2021-03-31,205138,19.19,522897,48
Montana,2021-04-01,210392,19.69,534273,49
Montana,2021-04-02,215389,20.15,545186,51
Montana,2021-04-03,222127,20.78,557322,52
Montana,2021-04-04,228905,21.42,569766,53
Montana,2021-04-05,231002,21.61,573480,53
Montana,2021-04-06,231361,21.65,575293,53
Montana,2021-04-07,235674,22.05,584386,54
Montana,2021-04-08,240928,22.54,596472,55
Montana,2021-04-09,247965,23.2,609984,57
Montana,2021-04-10,255330,23.89,622560,58
Nebraska,2021-01-12,8459,0.44,74439,3
Nebraska,2021-01-13,10529,0.54,79699,4
Nebraska,2021-01-15,13050,0.67,91195,4
Nebraska,2021-01-19,13860,0.72,103689,5
Nebraska,2021-01-20,14463,0.75,106283,5
Nebraska,2021-01-21,16206,0.84,111841,5
Nebraska,2021-01-22,18086,0.93,118450,6
Nebraska,2021-01-23,19646,1.02,124069,6
Nebraska,2021-01-24,22175,1.15,132846,6
Nebraska,2021-01-25,22547,1.17,134033,6
Nebraska,2021-01-26,23065,1.19,135131,6
Nebraska,2021-01-27,24598,1.27,139573,7
Nebraska,2021-01-28,32380,1.67,150019,7
Nebraska,2021-01-29,37350,1.93,158370,8
Nebraska,2021-01-30,41093,2.12,167276,8
Nebraska,2021-01-31,43712,2.26,177711,9
Nebraska,2021-02-01,45716,2.36,180917,9
Nebraska,2021-02-02,46523,2.41,182412,9
Nebraska,2021-02-03,48889,2.53,188285,9
Nebraska,2021-02-04,52390,2.71,195126,10
Nebraska,2021-02-05,55313,2.86,204136,10
Nebraska,2021-02-06,59985,3.1,218405,11
Nebraska,2021-02-07,66018,3.41,230874,11
Nebraska,2021-02-08,67636,3.5,234061,12
Nebraska,2021-02-09,68056,3.52,235298,12
Nebraska,2021-02-10,70566,3.65,241067,12
Nebraska,2021-02-11,73704,3.81,247879,12
Nebraska,2021-02-12,78835,4.08,259906,13
Nebraska,2021-02-13,83670,4.33,273950,14
Nebraska,2021-02-14,88356,4.57,285708,14
Nebraska,2021-02-16,90231,4.66,290626,15
Nebraska,2021-02-17,91998,4.76,294904,15
Nebraska,2021-02-18,96439,4.99,305057,15
Nebraska,2021-02-19,110603,5.72,347754,17
Nebraska,2021-02-20,114580,5.92,360582,18
Nebraska,2021-02-21,118472,6.12,372655,19
Nebraska,2021-02-22,118426,6.12,380648,19
Nebraska,2021-02-23,122653,6.34,392756,20
Nebraska,2021-02-24,129779,6.71,405896,20
Nebraska,2021-02-25,136378,7.05,422419,21
Nebraska,2021-02-26,143678,7.43,442310,22
Nebraska,2021-02-27,144571,7.47,443974,22
Nebraska,2021-02-28,158802,8.21,474439,24
Nebraska,2021-03-01,159766,8.26,476315,24
Nebraska,2021-03-02,162493,8.4,484888,25
Nebraska,2021-03-03,168026,8.69,497106,25
Nebraska,2021-03-04,175405,9.07,513497,26
Nebraska,2021-03-05,185032,9.57,535213,27
Nebraska,2021-03-06,185677,9.6,536126,27
Nebraska,2021-03-07,194104,10.03,556061,28
Nebraska,2021-03-08,203997,10.55,573413,29
Nebraska,2021-03-09,209383,10.82,594293,30
Nebraska,2021-03-10,215091,11.12,607373,31
Nebraska,2021-03-11,226435,11.71,629765,32
Nebraska,2021-03-12,240487,12.43,653385,33
Nebraska,2021-03-13,247438,12.79,666329,34
Nebraska,2021-03-14,247494,12.79,666417,34
Nebraska,2021-03-15,251322,12.99,684831,35
Nebraska,2021-03-16,258407,13.36,697176,36
Nebraska,2021-03-17,265864,13.74,712099,36
Nebraska,2021-03-18,276138,14.28,731885,37
Nebraska,2021-03-19,286226,14.8,754880,39
Nebraska,2021-03-20,286766,14.82,755802,39
Nebraska,2021-03-21,290474,15.02,775509,40
Nebraska,2021-03-22,295006,15.25,797409,41
Nebraska,2021-03-23,297906,15.4,804643,41
Nebraska,2021-03-24,301976,15.61,818325,42
Nebraska,2021-03-25,308676,15.96,836012,43
Nebraska,2021-03-26,318723,16.48,857343,44
Nebraska,2021-03-27,319276,16.51,858106,44
Nebraska,2021-03-28,328551,16.98,881787,45
Nebraska,2021-03-29,337174,17.43,900049,46
Nebraska,2021-03-30,347883,17.98,916701,47
Nebraska,2021-03-31,361958,18.71,940837,48
Nebraska,2021-04-01,373119,19.29,966534,49
Nebraska,2021-04-02,384525,19.88,991673,51
Nebraska,2021-04-03,385220,19.91,992251,51
Nebraska,2021-04-04,394852,20.41,1009786,52
Nebraska,2021-04-05,402325,20.8,1024342,52
Nebraska,2021-04-06,408483,21.12,1036053,53
Nebraska,2021-04-07,416922,21.55,1055469,54
Nebraska,2021-04-08,426200,22.03,1076467,55
Nebraska,2021-04-09,438594,22.67,1107623,57
Nebraska,2021-04-10,439263,22.71,1108135,57
Nevada,2021-01-12,8761,0.28,61653,2
Nevada,2021-01-13,8761,0.28,61653,2
Nevada,2021-01-15,15308,0.5,83674,2
Nevada,2021-01-19,16665,0.54,102840,3
Nevada,2021-01-20,17209,0.56,107133,3
Nevada,2021-01-21,19296,0.63,115991,3
Nevada,2021-01-22,20345,0.66,126458,4
Nevada,2021-01-23,20972,0.68,137031,4
Nevada,2021-01-24,22068,0.72,152203,4
Nevada,2021-01-25,22279,0.72,159869,5
Nevada,2021-01-26,22508,0.73,164362,5
Nevada,2021-01-27,23852,0.77,174367,5
Nevada,2021-01-28,26327,0.85,194942,6
Nevada,2021-01-29,29163,0.95,210185,6
Nevada,2021-01-30,31783,1.03,224192,7
Nevada,2021-01-31,33923,1.1,241078,7
Nevada,2021-02-01,35559,1.15,248754,8
Nevada,2021-02-02,37568,1.22,253174,8
Nevada,2021-02-03,41227,1.34,279471,9
Nevada,2021-02-04,45735,1.48,291601,9
Nevada,2021-02-05,49925,1.62,304323,9
Nevada,2021-02-06,56456,1.83,322252,10
Nevada,2021-02-07,62654,2.03,334073,10
Nevada,2021-02-08,66755,2.17,346685,11
Nevada,2021-02-09,67651,2.2,351531,11
Nevada,2021-02-10,73088,2.37,366333,11
Nevada,2021-02-11,77555,2.52,379077,12
Nevada,2021-02-12,83485,2.71,394172,12
Nevada,2021-02-13,90476,2.94,411057,13
Nevada,2021-02-14,98469,3.2,428423,13
Nevada,2021-02-16,107905,3.5,446800,14
Nevada,2021-02-17,109852,3.57,453012,14
Nevada,2021-02-18,117870,3.83,466981,15
Nevada,2021-02-19,138633,4.5,522332,16
Nevada,2021-02-20,157477,5.11,555742,18
Nevada,2021-02-21,165269,5.37,569810,18
Nevada,2021-02-22,174793,5.67,586518,19
Nevada,2021-02-23,181901,5.91,598423,19
Nevada,2021-02-24,186083,6.04,606821,19
Nevada,2021-02-25,192590,6.25,622189,20
Nevada,2021-02-26,203549,6.61,642562,20
Nevada,2021-02-27,216234,7.02,665577,21
Nevada,2021-02-28,225648,7.33,685692,22
Nevada,2021-03-01,238432,7.74,715121,23
Nevada,2021-03-02,242435,7.87,723182,23
Nevada,2021-03-03,247311,8.03,733953,23
Nevada,2021-03-04,253502,8.23,750160,24
Nevada,2021-03-05,261159,8.48,773285,25
Nevada,2021-03-06,271618,8.82,800030,25
Nevada,2021-03-07,282424,9.17,829262,26
Nevada,2021-03-08,294908,9.57,855890,27
Nevada,2021-03-09,298403,9.69,864967,28
Nevada,2021-03-10,304199,9.88,878645,28
Nevada,2021-03-11,316682,10.28,904504,29
Nevada,2021-03-12,328394,10.66,930754,30
Nevada,2021-03-13,339960,11.04,958706,31
Nevada,2021-03-14,352638,11.45,989342,32
Nevada,2021-03-15,360316,11.7,1013805,32
Nevada,2021-03-16,363581,11.8,1020137,33
Nevada,2021-03-17,370823,12.04,1034347,33
Nevada,2021-03-18,378958,12.3,1062287,34
Nevada,2021-03-19,386703,12.55,1086559,35
Nevada,2021-03-20,398417,12.93,1116221,36
Nevada,2021-03-21,410553,13.33,1145354,37
Nevada,2021-03-22,417067,13.54,1164939,37
Nevada,2021-03-23,418727,13.59,1170434,38
Nevada,2021-03-24,423335,13.74,1185896,38
Nevada,2021-03-25,433856,14.09,1214518,39
Nevada,2021-03-26,446240,14.49,1243965,40
Nevada,2021-03-27,458957,14.9,1274357,41
Nevada,2021-03-28,472434,15.34,1303006,42
Nevada,2021-03-29,483961,15.71,1328018,43
Nevada,2021-03-30,486838,15.81,1335002,43
Nevada,2021-03-31,492187,15.98,1348526,43
Nevada,2021-04-01,501868,16.29,1374197,44
Nevada,2021-04-02,514603,16.71,1399135,45
Nevada,2021-04-03,530902,17.24,1431817,46
Nevada,2021-04-04,548467,17.81,1462114,47
Nevada,2021-04-05,559150,18.15,1482433,48
Nevada,2021-04-06,560900,18.21,1487176,48
Nevada,2021-04-07,569765,18.5,1505143,48
Nevada,2021-04-08,586035,19.03,1536848,49
Nevada,2021-04-09,603867,19.61,1576189,51
Nevada,2021-04-10,624316,20.27,1615552,52
New Hampshire,2021-01-12,5,0.0,50613,3
New Hampshire,2021-01-13,9,0.0,55218,4
New Hampshire,2021-01-15,5700,0.42,62517,4
New Hampshire,2021-01-19,7120,0.52,71556,5
New Hampshire,2021-01-20,8013,0.59,75418,5
New Hampshire,2021-01-21,10319,0.76,80639,5
New Hampshire,2021-01-22,12575,0.92,85595,6
New Hampshire,2021-01-23,13166,0.97,89816,6
New Hampshire,2021-01-24,13355,0.98,93338,6
New Hampshire,2021-01-25,13907,1.02,94623,6
New Hampshire,2021-01-26,15542,1.14,97002,7
New Hampshire,2021-01-27,18224,1.34,103080,7
New Hampshire,2021-01-28,21781,1.6,110451,8
New Hampshire,2021-01-29,25055,1.84,117408,8
New Hampshire,2021-01-30,27544,2.03,123740,9
New Hampshire,2021-01-31,29736,2.19,128313,9
New Hampshire,2021-02-01,30421,2.24,130515,9
New Hampshire,2021-02-02,32381,2.38,135799,9
New Hampshire,2021-02-03,34130,2.51,138271,10
New Hampshire,2021-02-04,36868,2.71,145086,10
New Hampshire,2021-02-05,40489,2.98,153145,11
New Hampshire,2021-02-06,43888,3.23,161178,11
New Hampshire,2021-02-07,45567,3.35,165887,12
New Hampshire,2021-02-08,46071,3.39,166603,12
New Hampshire,2021-02-09,47409,3.49,168727,12
New Hampshire,2021-02-10,50602,3.72,176192,12
New Hampshire,2021-02-11,53145,3.91,184103,13
New Hampshire,2021-02-12,55696,4.1,191114,14
New Hampshire,2021-02-13,59402,4.37,200675,14
New Hampshire,2021-02-14,61658,4.53,208541,15
New Hampshire,2021-02-16,65235,4.8,216649,15
New Hampshire,2021-02-17,66108,4.86,218316,16
New Hampshire,2021-02-18,69617,5.12,226863,16
New Hampshire,2021-02-19,74721,5.5,241386,17
New Hampshire,2021-02-20,78361,5.76,250296,18
New Hampshire,2021-02-21,81490,5.99,260809,19
New Hampshire,2021-02-22,85308,6.27,267893,19
New Hampshire,2021-02-23,86394,6.35,274267,20
New Hampshire,2021-02-24,88867,6.54,282235,20
New Hampshire,2021-02-25,91680,6.74,291248,21
New Hampshire,2021-02-26,94796,6.97,299874,22
New Hampshire,2021-02-27,97674,7.18,310769,22
New Hampshire,2021-02-28,99875,7.35,321602,23
New Hampshire,2021-03-01,100268,7.37,324806,23
New Hampshire,2021-03-02,101109,7.44,330538,24
New Hampshire,2021-03-03,103470,7.61,339484,24
New Hampshire,2021-03-04,106637,7.84,349825,25
New Hampshire,2021-03-05,109525,8.06,358497,26
New Hampshire,2021-03-06,114351,8.41,371111,27
New Hampshire,2021-03-07,117145,8.62,382103,28
New Hampshire,2021-03-08,120116,8.83,385485,28
New Hampshire,2021-03-09,123431,9.08,393931,28
New Hampshire,2021-03-10,128318,9.44,405366,29
New Hampshire,2021-03-11,134741,9.91,418658,30
New Hampshire,2021-03-12,140893,10.36,431296,31
New Hampshire,2021-03-13,150592,11.08,450103,33
New Hampshire,2021-03-14,155650,11.45,460696,33
New Hampshire,2021-03-15,158168,11.63,465226,34
New Hampshire,2021-03-16,161024,11.84,471480,34
New Hampshire,2021-03-17,163149,12.0,478758,35
New Hampshire,2021-03-18,167586,12.33,489626,36
New Hampshire,2021-03-19,172604,12.69,500911,36
New Hampshire,2021-03-20,178005,13.09,514422,37
New Hampshire,2021-03-21,184960,13.6,529948,38
New Hampshire,2021-03-22,190473,14.01,537577,39
New Hampshire,2021-03-23,194726,14.32,545500,40
New Hampshire,2021-03-24,200089,14.72,554889,40
New Hampshire,2021-03-25,206493,15.19,566168,41
New Hampshire,2021-03-26,211634,15.56,574612,42
New Hampshire,2021-03-27,219594,16.15,586018,43
New Hampshire,2021-03-28,228288,16.79,598445,44
New Hampshire,2021-03-29,230996,16.99,602562,44
New Hampshire,2021-03-30,234147,17.22,607126,44
New Hampshire,2021-03-31,239872,17.64,614984,45
New Hampshire,2021-04-01,247295,18.19,707655,52
New Hampshire,2021-04-02,252302,18.56,721042,53
New Hampshire,2021-04-03,261125,19.2,764940,56
New Hampshire,2021-04-04,268288,19.73,774277,56
New Hampshire,2021-04-05,270185,19.87,796674,58
New Hampshire,2021-04-06,273259,20.1,800922,58
New Hampshire,2021-04-07,282496,20.78,829371,61
New Hampshire,2021-04-08,293087,21.56,858460,63
New Hampshire,2021-04-09,301313,22.16,889074,65
New Hampshire,2021-04-10,313700,23.07,922666,67
New Jersey,2021-01-12,14306,0.16,221045,2
New Jersey,2021-01-13,26926,0.3,262982,2
New Jersey,2021-01-15,36741,0.41,317070,3
New Jersey,2021-01-19,43879,0.49,400148,4
New Jersey,2021-01-20,49420,0.56,432220,4
New Jersey,2021-01-21,49420,0.56,432220,4
New Jersey,2021-01-22,56213,0.63,464363,5
New Jersey,2021-01-23,61506,0.69,500889,5
New Jersey,2021-01-24,65164,0.73,535625,6
New Jersey,2021-01-25,69374,0.78,563141,6
New Jersey,2021-01-26,72212,0.81,575733,6
New Jersey,2021-01-27,79648,0.9,611862,6
New Jersey,2021-01-28,88198,0.99,648215,7
New Jersey,2021-01-29,108740,1.22,727426,8
New Jersey,2021-01-30,117791,1.33,768944,8
New Jersey,2021-01-31,123147,1.39,795440,8
New Jersey,2021-02-01,127552,1.44,810293,9
New Jersey,2021-02-02,137096,1.54,836584,9
New Jersey,2021-02-03,145570,1.64,851721,9
New Jersey,2021-02-04,145570,1.64,851721,9
New Jersey,2021-02-05,157642,1.77,884736,9
New Jersey,2021-02-06,199040,2.24,1041289,11
New Jersey,2021-02-07,210601,2.37,1074805,12
New Jersey,2021-02-08,221465,2.49,1094886,12
New Jersey,2021-02-09,240470,2.71,1096789,12
New Jersey,2021-02-10,259944,2.93,1148733,12
New Jersey,2021-02-11,280021,3.15,1196677,13
New Jersey,2021-02-12,305518,3.44,1252742,14
New Jersey,2021-02-13,332888,3.75,1309703,14
New Jersey,2021-02-14,350955,3.95,1349327,15
New Jersey,2021-02-16,383659,4.32,1427336,16
New Jersey,2021-02-17,407180,4.58,1480413,16
New Jersey,2021-02-18,433066,4.88,1542174,17
New Jersey,2021-02-19,458928,5.17,1604448,18
New Jersey,2021-02-20,484965,5.46,1648599,18
New Jersey,2021-02-21,510377,5.75,1689031,19
New Jersey,2021-02-22,551548,6.21,1711610,19
New Jersey,2021-02-23,576817,6.49,1759059,19
New Jersey,2021-02-24,599628,6.75,1803596,20
New Jersey,2021-02-25,631768,7.11,1866378,21
New Jersey,2021-02-26,670703,7.55,1943116,21
New Jersey,2021-02-27,700924,7.89,2008524,22
New Jersey,2021-02-28,722507,8.13,2065666,23
New Jersey,2021-03-01,730381,8.22,2096498,23
New Jersey,2021-03-02,758817,8.54,2187330,24
New Jersey,2021-03-03,779227,8.77,2249861,25
New Jersey,2021-03-04,801346,9.02,2325257,26
New Jersey,2021-03-05,829628,9.34,2403077,27
New Jersey,2021-03-06,857205,9.65,2478696,27
New Jersey,2021-03-07,878218,9.89,2534361,28
New Jersey,2021-03-08,898336,10.11,2571874,28
New Jersey,2021-03-09,923455,10.4,2639438,29
New Jersey,2021-03-10,953326,10.73,2714949,30
New Jersey,2021-03-11,998133,11.24,2834934,31
New Jersey,2021-03-12,1027702,11.57,2916801,32
New Jersey,2021-03-13,1063758,11.98,3011319,33
New Jersey,2021-03-14,1084991,12.22,3065373,34
New Jersey,2021-03-15,1104854,12.44,3112960,35
New Jersey,2021-03-16,1129830,12.72,3174729,35
New Jersey,2021-03-17,1162372,13.09,3254946,36
New Jersey,2021-03-18,1197797,13.49,3346883,37
New Jersey,2021-03-19,1227118,13.82,3431096,38
New Jersey,2021-03-20,1258003,14.16,3514899,39
New Jersey,2021-03-21,1284545,14.46,3581686,40
New Jersey,2021-03-22,1307969,14.73,3635504,40
New Jersey,2021-03-23,1310353,14.75,3636384,40
New Jersey,2021-03-24,1368524,15.41,3781744,42
New Jersey,2021-03-25,1405724,15.83,3869393,43
New Jersey,2021-03-26,1445318,16.27,3958836,44
New Jersey,2021-03-27,1491691,16.79,4053945,45
New Jersey,2021-03-28,1538648,17.32,4142916,46
New Jersey,2021-03-29,1566611,17.64,4204062,47
New Jersey,2021-03-30,1613922,18.17,4292515,48
New Jersey,2021-03-31,1659604,18.68,4381035,49
New Jersey,2021-04-01,1730178,19.48,4523995,50
New Jersey,2021-04-02,1796703,20.23,4655258,52
New Jersey,2021-04-03,1849501,20.82,4766910,53
New Jersey,2021-04-04,1890162,21.28,4855447,54
New Jersey,2021-04-05,1910700,21.51,4909547,55
New Jersey,2021-04-06,1948426,21.94,4979819,56
New Jersey,2021-04-07,2007906,22.61,5094041,57
New Jersey,2021-04-08,2077411,23.39,5226827,58
New Jersey,2021-04-09,2153059,24.24,5351413,60
New Jersey,2021-04-10,2236169,25.18,5495689,61
New Mexico,2021-01-12,11335,0.54,78235,3
New Mexico,2021-01-13,12426,0.59,81855,3
New Mexico,2021-01-15,18711,0.89,99305,4
New Mexico,2021-01-19,23236,1.11,138150,6
New Mexico,2021-01-20,24706,1.18,143302,6
New Mexico,2021-01-21,27014,1.29,152465,7
New Mexico,2021-01-22,29278,1.4,162045,7
New Mexico,2021-01-23,33133,1.58,184698,8
New Mexico,2021-01-24,34878,1.66,200141,9
New Mexico,2021-01-25,35507,1.69,204670,9
New Mexico,2021-01-26,35823,1.71,210136,10
New Mexico,2021-01-27,38292,1.83,217075,10
New Mexico,2021-01-28,41669,1.99,224692,10
New Mexico,2021-01-29,46878,2.24,238755,11
New Mexico,2021-01-30,50153,2.39,248321,11
New Mexico,2021-01-31,56314,2.69,264147,12
New Mexico,2021-02-01,60099,2.87,275224,13
New Mexico,2021-02-02,60740,2.9,277617,13
New Mexico,2021-02-03,62821,3.0,284830,13
New Mexico,2021-02-04,67246,3.21,294566,14
New Mexico,2021-02-05,71951,3.43,306945,14
New Mexico,2021-02-06,78774,3.76,322611,15
New Mexico,2021-02-07,83100,3.96,331793,15
New Mexico,2021-02-08,87916,4.19,342786,16
New Mexico,2021-02-09,88738,4.23,346064,16
New Mexico,2021-02-10,92720,4.42,354627,16
New Mexico,2021-02-11,101665,4.85,369864,17
New Mexico,2021-02-12,111954,5.34,388806,18
New Mexico,2021-02-13,118379,5.65,399911,19
New Mexico,2021-02-14,128316,6.12,419882,20
New Mexico,2021-02-16,137520,6.56,443359,21
New Mexico,2021-02-17,139262,6.64,447379,21
New Mexico,2021-02-18,144049,6.87,456034,21
New Mexico,2021-02-19,177122,8.45,562580,26
New Mexico,2021-02-20,186104,8.88,578916,27
New Mexico,2021-02-21,194771,9.29,595951,28
New Mexico,2021-02-22,200459,9.56,604732,28
New Mexico,2021-02-23,203441,9.7,612496,29
New Mexico,2021-02-24,206504,9.85,618666,29
New Mexico,2021-02-25,214411,10.23,634845,30
New Mexico,2021-02-26,224643,10.71,657118,31
New Mexico,2021-02-27,233526,11.14,678087,32
New Mexico,2021-02-28,245357,11.7,705538,33
New Mexico,2021-03-01,248615,11.86,711612,33
New Mexico,2021-03-02,254632,12.14,721489,34
New Mexico,2021-03-03,260535,12.43,735930,35
New Mexico,2021-03-04,264446,12.61,743904,35
New Mexico,2021-03-05,272879,13.01,765965,36
New Mexico,2021-03-06,288529,13.76,801111,38
New Mexico,2021-03-07,294681,14.05,814029,38
New Mexico,2021-03-08,303277,14.46,833881,39
New Mexico,2021-03-09,304689,14.53,839018,40
New Mexico,2021-03-10,305392,14.56,840633,40
New Mexico,2021-03-11,316298,15.08,867690,41
New Mexico,2021-03-12,326268,15.56,895586,42
New Mexico,2021-03-13,334582,15.96,913253,43
New Mexico,2021-03-14,348248,16.61,942171,44
New Mexico,2021-03-15,353640,16.87,952566,45
New Mexico,2021-03-16,363688,17.34,970496,46
New Mexico,2021-03-17,368179,17.56,983709,46
