Entity,Code,Day,people_fully_vaccinated
Wyoming,,2021-02-04,10495
Wyoming,,2021-02-05,12852
Wyoming,,2021-02-06,14835
Wyoming,,2021-02-07,14835
Wyoming,,2021-02-08,16729
Wyoming,,2021-02-09,16729
Wyoming,,2021-02-10,18180
Wyoming,,2021-02-11,18180
Wyoming,,2021-02-12,23032
Wyoming,,2021-02-13,23032
Wyoming,,2021-02-14,27132
Wyoming,,2021-02-16,27531
Wyoming,,2021-02-17,27531
Wyoming,,2021-02-18,30110
Wyoming,,2021-02-19,36651
Wyoming,,2021-02-20,39323
Wyoming,,2021-02-21,39474
Wyoming,,2021-02-22,42685
Wyoming,,2021-02-23,42996
Wyoming,,2021-02-24,43164
Wyoming,,2021-02-25,46240
Wyoming,,2021-02-26,48449
Wyoming,,2021-02-27,51976
Wyoming,,2021-02-28,54368
Wyoming,,2021-03-01,54518
Wyoming,,2021-03-02,54562
Wyoming,,2021-03-03,57093
Wyoming,,2021-03-04,57249
Wyoming,,2021-03-05,59185
Wyoming,,2021-03-06,64192
Wyoming,,2021-03-07,64499
Wyoming,,2021-03-08,68219
Wyoming,,2021-03-09,68289
Wyoming,,2021-03-10,70919
Wyoming,,2021-03-11,71215
Wyoming,,2021-03-12,75057
Wyoming,,2021-03-13,78002
Wyoming,,2021-03-14,80582
Wyoming,,2021-03-15,81121
Wyoming,,2021-03-16,81809
Wyoming,,2021-03-17,81856
Wyoming,,2021-03-18,81924
Wyoming,,2021-03-19,84990
Wyoming,,2021-03-20,85286
Wyoming,,2021-03-21,85508
Wyoming,,2021-03-22,85556
Wyoming,,2021-03-23,92303
Wyoming,,2021-03-24,92428
Wyoming,,2021-03-25,95709
Wyoming,,2021-03-26,95871
Wyoming,,2021-03-27,96104
Wyoming,,2021-03-28,96398
Wyoming,,2021-03-29,104783
Wyoming,,2021-03-30,104805
Wyoming,,2021-03-31,105052
Wyoming,,2021-04-01,108971
Wyoming,,2021-04-02,109195
Wyoming,,2021-04-03,109423
Wyoming,,2021-04-04,118773
Wyoming,,2021-04-05,119075
Wyoming,,2021-04-06,119735
Wyoming,,2021-04-07,119923
Wyoming,,2021-04-08,120094
Wyoming,,2021-04-09,120246
Wyoming,,2021-04-10,120534
