State,Date,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million
Missouri,1/25/2021,75823,1.24,15842,2581
Missouri,1/26/2021,76467,1.25,14860,2421
Missouri,1/27/2021,79526,1.3,16239,2646
Missouri,1/28/2021,85827,1.4,16739,2727
Missouri,1/29/2021,92389,1.51,17535,2857
Missouri,1/30/2021,92389,1.51,16674,2717
Missouri,1/31/2021,100237,1.63,18092,2948
Missouri,2/1/2021,103241,1.68,18072,2945
Missouri,2/2/2021,104063,1.7,18019,2936
Missouri,2/3/2021,106842,1.74,17709,2885
Missouri,2/4/2021,112106,1.83,17522,2855
Missouri,2/5/2021,118308,1.93,18250,2974
Missouri,2/6/2021,129273,2.11,25073,4085
Missouri,2/7/2021,141134,2.3,25824,4208
Missouri,2/8/2021,146137,2.38,25891,4219
Missouri,2/9/2021,147466,2.4,25780,4200
Missouri,2/10/2021,154987,2.53,26792,4365
Missouri,2/11/2021,163157,2.66,27112,4417
Missouri,2/12/2021,172953,2.82,25899,4220
Missouri,2/13/2021,205645,3.35,31850,5189
Missouri,2/14/2021,225467,3.67,31839,5188
Missouri,2/16/2021,238767,3.89,33154,5402
Missouri,2/17/2021,244879,3.99,31764,5175
Missouri,2/18/2021,259295,4.22,31498,5132
Missouri,2/19/2021,295456,4.81,42395,6908
Missouri,2/20/2021,308971,5.03,33710,5493
Missouri,2/21/2021,336446,5.48,33671,5486
Missouri,2/22/2021,348584,5.68,34346,5596
Missouri,2/23/2021,352782,5.75,33139,5399
Missouri,2/24/2021,366980,5.98,35032,5708
Missouri,2/25/2021,384758,6.27,36045,5873
Missouri,2/26/2021,399851,6.51,28457,4637
Missouri,2/27/2021,432728,7.05,33602,5475
Missouri,2/28/2021,432982,7.05,27955,4555
Missouri,3/1/2021,464382,7.57,38731,6311
Missouri,3/2/2021,466460,7.6,39022,6358
Missouri,3/3/2021,477486,7.78,39796,6484
Missouri,3/4/2021,495859,8.08,41522,6765
Missouri,3/5/2021,513857,8.37,41541,6768
Missouri,3/6/2021,530814,8.65,39153,6379
Missouri,3/7/2021,547105,8.91,45816,7465
Missouri,3/8/2021,541587,8.82,36977,6025
Missouri,3/9/2021,544220,8.87,37576,6122
Missouri,3/10/2021,564507,9.2,38508,6274
Missouri,3/11/2021,581876,9.48,38020,6195
Missouri,3/12/2021,598136,9.75,36508,5948
Missouri,3/13/2021,632916,10.31,45011,7334
Missouri,3/14/2021,633641,10.32,38159,6217
Montana,1/12/2021,5843,0.55,0,0
Montana,1/13/2021,6823,0.64,1980,1853
Montana,1/15/2021,8193,0.77,2427,2271
Montana,1/19/2021,8671,0.81,1973,1846
Montana,1/20/2021,9121,0.85,1880,1759
Montana,1/21/2021,9962,0.93,1967,1840
Montana,1/22/2021,11878,1.11,2426,2270
Montana,1/23/2021,13235,1.24,3078,2880
Montana,1/24/2021,14071,1.32,3423,3203
Montana,1/25/2021,14111,1.32,3299,3087
Montana,1/26/2021,14245,1.33,3122,2921
Montana,1/27/2021,15397,1.44,3421,3201
Montana,1/28/2021,18149,1.7,3689,3452
Montana,1/29/2021,21007,1.97,3749,3508
Montana,1/30/2021,23785,2.23,3818,3572
Montana,1/31/2021,24885,2.33,3991,3734
Montana,2/1/2021,25438,2.38,4113,3848
Montana,2/2/2021,25824,2.42,4225,3953
Montana,2/3/2021,26345,2.46,4172,3904
Montana,2/4/2021,28942,2.71,4276,4001
Montana,2/5/2021,30749,2.88,4278,4003
Montana,2/6/2021,34207,3.2,4516,4225
Montana,2/7/2021,36195,3.39,4749,4443
Montana,2/8/2021,36596,3.42,4733,4428
Montana,2/9/2021,36907,3.45,4686,4384
Montana,2/10/2021,37966,3.55,4853,4541
Montana,2/11/2021,39710,3.72,4742,4437
Montana,2/12/2021,41895,3.92,5023,4700
Montana,2/13/2021,44935,4.2,5211,4876
Montana,2/14/2021,48739,4.56,5578,5219
Montana,2/16/2021,50311,4.71,5934,5552
Montana,2/17/2021,51293,4.8,5748,5378
Montana,2/18/2021,53250,4.98,5819,5445
Montana,2/19/2021,62657,5.86,9076,8492
Montana,2/20/2021,66619,6.23,8790,8224
Montana,2/21/2021,70876,6.63,8613,8059
Montana,2/22/2021,72256,6.76,8797,8231
Montana,2/23/2021,73080,6.84,8764,8200
Montana,2/24/2021,75223,7.04,8864,8294
Montana,2/25/2021,78135,7.31,8889,8317
Montana,2/26/2021,81762,7.65,5681,5315
Montana,2/27/2021,87159,8.16,6026,5638
Montana,2/28/2021,92632,8.67,6332,5925
Montana,3/1/2021,93625,8.76,6266,5863
Montana,3/2/2021,94538,8.85,6164,5767
Montana,3/3/2021,96839,9.06,6421,6008
Montana,3/4/2021,101513,9.5,6959,6511
Montana,3/5/2021,107045,10.02,7329,6857
Montana,3/6/2021,113254,10.6,7575,7088
Montana,3/7/2021,119764,11.21,7940,7429
Montana,3/8/2021,122866,11.5,8125,7602
Montana,3/9/2021,123617,11.57,8205,7677
Montana,3/10/2021,126093,11.8,8294,7760
Montana,3/11/2021,131017,12.26,8348,7811
Montana,3/12/2021,136470,12.77,8310,7775
Montana,3/13/2021,143387,13.42,8448,7904
Montana,3/14/2021,148811,13.92,8395,7855
Nebraska,1/12/2021,8459,0.44,0,0
Nebraska,1/13/2021,10529,0.54,5260,2719
Nebraska,1/15/2021,13050,0.67,5585,2887
Nebraska,1/19/2021,13860,0.72,4179,2160
Nebraska,1/20/2021,14463,0.75,3798,1963
Nebraska,1/21/2021,16206,0.84,3846,1988
Nebraska,1/22/2021,18086,0.93,3894,2013
Nebraska,1/23/2021,19646,1.02,4250,2197
Nebraska,1/24/2021,22175,1.15,5058,2615
Nebraska,1/25/2021,22547,1.17,4781,2472
Nebraska,1/26/2021,23065,1.19,4492,2322
Nebraska,1/27/2021,24598,1.27,4756,2459
Nebraska,1/28/2021,32380,1.67,5454,2819
Nebraska,1/29/2021,37350,1.93,5703,2948
Nebraska,1/30/2021,41093,2.12,6172,3191
Nebraska,1/31/2021,43712,2.26,6409,3313
Nebraska,2/1/2021,45716,2.36,6698,3463
Nebraska,2/2/2021,46523,2.41,6754,3492
Nebraska,2/3/2021,48889,2.53,6959,3597
Nebraska,2/4/2021,52390,2.71,6444,3331
Nebraska,2/5/2021,55313,2.86,6538,3380
Nebraska,2/6/2021,59985,3.1,7304,3776
Nebraska,2/7/2021,66018,3.41,7595,3926
Nebraska,2/8/2021,67636,3.5,7592,3925
Nebraska,2/9/2021,68056,3.52,7555,3906
Nebraska,2/10/2021,70566,3.65,7540,3898
Nebraska,2/11/2021,73704,3.81,7536,3896
Nebraska,2/12/2021,78835,4.08,7967,4119
Nebraska,2/13/2021,83670,4.33,7935,4102
Nebraska,2/14/2021,88356,4.57,7833,4049
Nebraska,2/16/2021,90231,4.66,7904,4086
Nebraska,2/17/2021,91998,4.76,7691,3976
Nebraska,2/18/2021,96439,4.99,8168,4222
Nebraska,2/19/2021,110603,5.72,12550,6488
Nebraska,2/20/2021,114580,5.92,12376,6398
Nebraska,2/21/2021,118472,6.12,12421,6421
Nebraska,2/22/2021,119890,6.2,13212,6830
Nebraska,2/23/2021,124196,6.42,14590,7542
Nebraska,2/24/2021,131472,6.8,15856,8197
Nebraska,2/25/2021,138194,7.14,16766,8667
Nebraska,2/26/2021,145699,7.53,13508,6983
Nebraska,2/27/2021,146594,7.58,11913,6158
Nebraska,2/28/2021,161017,8.32,14541,7517
Nebraska,3/1/2021,161830,8.37,13667,7065
Nebraska,3/2/2021,164570,8.51,13162,6804
Nebraska,3/3/2021,170153,8.8,13030,6736
Nebraska,3/4/2021,177640,9.18,13011,6726
Nebraska,3/5/2021,187246,9.68,13272,6861
Nebraska,3/6/2021,187852,9.71,13165,6806
Nebraska,3/7/2021,196265,10.15,11660,6028
Nebraska,3/8/2021,203997,10.55,13871,7171
Nebraska,3/9/2021,209383,10.82,15629,8079
Nebraska,3/10/2021,215091,11.12,15752,8143
Nebraska,3/11/2021,226435,11.71,16610,8587
Nebraska,3/12/2021,240487,12.43,16882,8727
Nebraska,3/13/2021,247438,12.79,18600,9615
Nebraska,3/14/2021,247494,12.79,15765,8150
Nevada,1/12/2021,8761,0.28,0,0
Nevada,1/13/2021,8761,0.28,0,0
Nevada,1/15/2021,15308,0.5,7340,2383
Nevada,1/19/2021,16665,0.54,5884,1910
Nevada,1/20/2021,17209,0.56,6497,2109
Nevada,1/21/2021,19296,0.63,5592,1815
Nevada,1/22/2021,20345,0.66,6112,1984
Nevada,1/23/2021,20972,0.68,6938,2252
Nevada,1/24/2021,22068,0.72,8421,2734
Nevada,1/25/2021,22279,0.72,8832,2867
Nevada,1/26/2021,22508,0.73,8789,2853
Nevada,1/27/2021,23852,0.77,9605,3118
Nevada,1/28/2021,26327,0.85,11279,3662
Nevada,1/29/2021,29163,0.95,11961,3883
Nevada,1/30/2021,31783,1.03,12452,4043
Nevada,1/31/2021,33923,1.1,12696,4122
Nevada,2/1/2021,35559,1.15,12698,4123
Nevada,2/2/2021,37568,1.22,12687,4119
Nevada,2/3/2021,41227,1.34,15015,4875
Nevada,2/4/2021,45735,1.48,13808,4483
Nevada,2/5/2021,49925,1.62,13448,4366
Nevada,2/6/2021,56456,1.83,14009,4548
Nevada,2/7/2021,62654,2.03,13285,4313
Nevada,2/8/2021,66755,2.17,13990,4542
Nevada,2/9/2021,67651,2.2,14051,4562
Nevada,2/10/2021,73088,2.37,12409,4029
Nevada,2/11/2021,77555,2.52,12497,4057
Nevada,2/12/2021,83485,2.71,12836,4167
Nevada,2/13/2021,90476,2.94,12686,4119
Nevada,2/14/2021,98469,3.2,13479,4376
Nevada,2/16/2021,107905,3.5,13610,4419
Nevada,2/17/2021,109852,3.57,12383,4020
Nevada,2/18/2021,117870,3.83,12558,4077
Nevada,2/19/2021,138633,4.5,18309,5944
Nevada,2/20/2021,157477,5.11,20669,6710
Nevada,2/21/2021,165269,5.37,20198,6557
Nevada,2/22/2021,176341,5.73,21272,6906
Nevada,2/23/2021,183594,5.96,21660,7032
Nevada,2/24/2021,187809,6.1,21973,7134
Nevada,2/25/2021,194377,6.31,22173,7199
Nevada,2/26/2021,205500,6.67,17176,5576
Nevada,2/27/2021,218299,7.09,15691,5094
Nevada,2/28/2021,227816,7.4,16555,5375
Nevada,3/1/2021,240683,7.81,18372,5965
Nevada,3/2/2021,244622,7.94,17823,5786
Nevada,3/3/2021,249472,8.1,18162,5896
Nevada,3/4/2021,255738,8.3,18282,5935
Nevada,3/5/2021,263586,8.56,18675,6063
Nevada,3/6/2021,274394,8.91,19208,6236
Nevada,3/7/2021,285336,9.26,20510,6659
Nevada,3/8/2021,294908,9.57,20110,6529
Nevada,3/9/2021,298403,9.69,20255,6576
Nevada,3/10/2021,304199,9.88,20670,6711
Nevada,3/11/2021,316682,10.28,22049,7158
Nevada,3/12/2021,328394,10.66,22496,7304
Nevada,3/13/2021,339960,11.04,22668,7359
Nevada,3/14/2021,352638,11.45,22869,7425
New Hampshire,1/12/2021,5,0.0,0,0
New Hampshire,1/13/2021,9,0.0,4605,3387
New Hampshire,1/15/2021,5700,0.42,3968,2918
New Hampshire,1/19/2021,7120,0.52,2992,2200
New Hampshire,1/20/2021,8013,0.59,2886,2123
New Hampshire,1/21/2021,10319,0.76,3133,2304
New Hampshire,1/22/2021,12575,0.92,3297,2425
New Hampshire,1/23/2021,13166,0.97,3577,2631
New Hampshire,1/24/2021,13355,0.98,3757,2763
New Hampshire,1/25/2021,13907,1.02,3618,2661
New Hampshire,1/26/2021,15542,1.14,3635,2673
New Hampshire,1/27/2021,18224,1.34,3952,2906
New Hampshire,1/28/2021,21781,1.6,4259,3132
New Hampshire,1/29/2021,25055,1.84,4545,3343
New Hampshire,1/30/2021,27544,2.03,4846,3564
New Hampshire,1/31/2021,29736,2.19,4996,3674
New Hampshire,2/1/2021,30421,2.24,5127,3771
New Hampshire,2/2/2021,32381,2.38,5542,4076
New Hampshire,2/3/2021,34130,2.51,5027,3697
New Hampshire,2/4/2021,36868,2.71,4948,3639
New Hampshire,2/5/2021,40489,2.98,5105,3754
New Hampshire,2/6/2021,43888,3.23,5348,3933
New Hampshire,2/7/2021,45567,3.35,5368,3948
New Hampshire,2/8/2021,46071,3.39,5155,3791
New Hampshire,2/9/2021,47409,3.49,4704,3460
New Hampshire,2/10/2021,50602,3.72,5417,3984
New Hampshire,2/11/2021,53145,3.91,5574,4099
New Hampshire,2/12/2021,55696,4.1,5424,3989
New Hampshire,2/13/2021,59402,4.37,5642,4149
New Hampshire,2/14/2021,61658,4.53,6093,4481
New Hampshire,2/16/2021,65235,4.8,6846,5035
New Hampshire,2/17/2021,66108,4.86,6018,4426
New Hampshire,2/18/2021,69617,5.12,6109,4493
New Hampshire,2/19/2021,74721,5.5,7182,5282
New Hampshire,2/20/2021,78361,5.76,7089,5214
New Hampshire,2/21/2021,81490,5.99,7467,5492
New Hampshire,2/22/2021,82957,6.1,7900,5810
New Hampshire,2/23/2021,84000,6.18,8231,6053
New Hampshire,2/24/2021,86410,6.36,9131,6715
New Hampshire,2/25/2021,89032,6.55,9198,6765
New Hampshire,2/26/2021,91988,6.77,8355,6145
New Hampshire,2/27/2021,94510,6.95,8639,6354
New Hampshire,2/28/2021,96465,7.09,8685,6387
New Hampshire,3/1/2021,96729,7.11,8130,5979
New Hampshire,3/2/2021,97565,7.18,8039,5912
New Hampshire,3/3/2021,99785,7.34,8178,6015
New Hampshire,3/4/2021,102788,7.56,8368,6154
New Hampshire,3/5/2021,105441,7.75,8375,6159
New Hampshire,3/6/2021,110025,8.09,8620,6340
New Hampshire,3/7/2021,112579,8.28,8643,6356
New Hampshire,3/8/2021,120116,8.83,8668,6375
New Hampshire,3/9/2021,123431,9.08,9056,6660
New Hampshire,3/10/2021,128318,9.44,9412,6922
New Hampshire,3/11/2021,134741,9.91,9833,7232
New Hampshire,3/12/2021,140893,10.36,10400,7649
New Hampshire,3/13/2021,150592,11.08,11285,8300
New Hampshire,3/14/2021,155650,11.45,11228,8258
New Jersey,1/12/2021,14306,0.16,0,0
New Jersey,1/13/2021,26926,0.3,41937,4721
New Jersey,1/15/2021,36741,0.41,32008,3604
New Jersey,1/19/2021,43879,0.49,25586,2881
New Jersey,1/20/2021,49420,0.56,24177,2722
New Jersey,1/21/2021,49420,0.56,24114,2715
New Jersey,1/22/2021,56213,0.63,21042,2369
New Jersey,1/23/2021,61506,0.69,23293,2622
New Jersey,1/24/2021,65164,0.73,25288,2847
New Jersey,1/25/2021,69374,0.78,26252,2956
New Jersey,1/26/2021,72212,0.81,25084,2824
New Jersey,1/27/2021,79648,0.9,25663,2889
New Jersey,1/28/2021,88198,0.99,30856,3474
New Jersey,1/29/2021,108740,1.22,37580,4231
New Jersey,1/30/2021,117791,1.33,38294,4311
New Jersey,1/31/2021,123147,1.39,37116,4179
New Jersey,2/1/2021,127552,1.44,35307,3975
New Jersey,2/2/2021,137096,1.54,37264,4195
New Jersey,2/3/2021,145570,1.64,34266,3858
New Jersey,2/4/2021,145570,1.64,29072,3273
New Jersey,2/5/2021,157642,1.77,22473,2530
New Jersey,2/6/2021,199040,2.24,38906,4380
New Jersey,2/7/2021,210601,2.37,39909,4493
New Jersey,2/8/2021,221465,2.49,40656,4577
New Jersey,2/9/2021,240470,2.71,37172,4185
New Jersey,2/10/2021,259944,2.93,42430,4777
New Jersey,2/11/2021,280021,3.15,49279,5548
New Jersey,2/12/2021,305518,3.44,52572,5919
New Jersey,2/13/2021,332888,3.75,38345,4317
New Jersey,2/14/2021,350955,3.95,39217,4415
New Jersey,2/16/2021,383659,4.32,47221,5316
New Jersey,2/17/2021,407180,4.58,47383,5335
New Jersey,2/18/2021,433066,4.88,49357,5557
New Jersey,2/19/2021,458928,5.17,50244,5657
New Jersey,2/20/2021,484965,5.46,48414,5451
New Jersey,2/21/2021,510377,5.75,48529,5464
New Jersey,2/22/2021,521674,5.87,46183,5200
New Jersey,2/23/2021,546919,6.16,47389,5335
New Jersey,2/24/2021,569056,6.41,46169,5198
New Jersey,2/25/2021,600777,6.76,46315,5214
New Jersey,2/26/2021,639428,7.2,48381,5447
New Jersey,2/27/2021,668746,7.53,51418,5789
New Jersey,2/28/2021,689303,7.76,53805,6058
New Jersey,3/1/2021,696473,7.84,54984,6190
New Jersey,3/2/2021,725092,8.16,61182,6888
New Jersey,3/3/2021,745182,8.39,63752,7178
New Jersey,3/4/2021,766848,8.63,65554,7380
New Jersey,3/5/2021,794448,8.94,65709,7398
New Jersey,3/6/2021,821146,9.24,67167,7562
New Jersey,3/7/2021,841457,9.47,66956,7538
New Jersey,3/8/2021,898336,10.11,67911,7646
New Jersey,3/9/2021,923455,10.4,64587,7272
New Jersey,3/10/2021,953326,10.73,66441,7480
New Jersey,3/11/2021,998133,11.24,72811,8197
New Jersey,3/12/2021,1027702,11.57,73389,8262
New Jersey,3/13/2021,1063758,11.98,76089,8566
New Jersey,3/14/2021,1084991,12.22,75859,8541
New Mexico,1/12/2021,11335,0.54,0,0
New Mexico,1/13/2021,12426,0.59,3620,1726
New Mexico,1/15/2021,18711,0.89,7023,3349
New Mexico,1/19/2021,23236,1.11,8559,4082
New Mexico,1/20/2021,24706,1.18,8778,4186
New Mexico,1/21/2021,27014,1.29,9007,4296
New Mexico,1/22/2021,29278,1.4,8963,4275
New Mexico,1/23/2021,33133,1.58,10812,5156
New Mexico,1/24/2021,34878,1.66,11630,5546
New Mexico,1/25/2021,35507,1.69,10890,5194
New Mexico,1/26/2021,35823,1.71,10284,4905
New Mexico,1/27/2021,38292,1.83,10539,5026
New Mexico,1/28/2021,41669,1.99,10318,4921
New Mexico,1/29/2021,46878,2.24,10959,5226
New Mexico,1/30/2021,50153,2.39,9089,4335
New Mexico,1/31/2021,56314,2.69,9144,4361
New Mexico,2/1/2021,60099,2.87,10079,4807
New Mexico,2/2/2021,60740,2.9,9640,4597
New Mexico,2/3/2021,62821,3.0,9679,4616
New Mexico,2/4/2021,67246,3.21,9982,4761
New Mexico,2/5/2021,71951,3.43,9741,4646
New Mexico,2/6/2021,78774,3.76,10613,5061
New Mexico,2/7/2021,83100,3.96,9664,4609
New Mexico,2/8/2021,87916,4.19,9652,4603
New Mexico,2/9/2021,88738,4.23,9778,4663
New Mexico,2/10/2021,92720,4.42,9971,4755
New Mexico,2/11/2021,101665,4.85,10757,5130
New Mexico,2/12/2021,111954,5.34,11694,5577
New Mexico,2/13/2021,118379,5.65,11043,5267
New Mexico,2/14/2021,128316,6.12,12584,6001
New Mexico,2/16/2021,137520,6.56,13899,6629
New Mexico,2/17/2021,139262,6.64,13250,6319
New Mexico,2/18/2021,144049,6.87,12310,5871
New Mexico,2/19/2021,177122,8.45,24825,11839
New Mexico,2/20/2021,186104,8.88,25572,12196
New Mexico,2/21/2021,194771,9.29,25153,11996
New Mexico,2/22/2021,198486,9.47,24730,11794
New Mexico,2/23/2021,201402,9.61,24162,11523
New Mexico,2/24/2021,204402,9.75,24470,11670
New Mexico,2/25/2021,212211,10.12,25544,12182
New Mexico,2/26/2021,222306,10.6,13505,6441
New Mexico,2/27/2021,231157,11.02,14167,6756
New Mexico,2/28/2021,241550,11.52,15655,7466
New Mexico,3/1/2021,244734,11.67,15269,7282
New Mexico,3/2/2021,249716,11.91,15570,7425
New Mexico,3/3/2021,255621,12.19,16752,7989
New Mexico,3/4/2021,259543,12.38,15580,7430
New Mexico,3/5/2021,267819,12.77,15550,7416
New Mexico,3/6/2021,284532,13.57,17575,8382
New Mexico,3/7/2021,289944,13.83,15499,7392
New Mexico,3/8/2021,303277,14.46,17467,8330
New Mexico,3/9/2021,304689,14.53,16790,8007
New Mexico,3/10/2021,305392,14.56,14958,7134
New Mexico,3/11/2021,316298,15.08,17684,8434
New Mexico,3/12/2021,326268,15.56,18517,8831
New Mexico,3/13/2021,334582,15.96,16020,7640
New Mexico,3/14/2021,348248,16.61,18306,8730
New York State,1/12/2021,36422,0.19,0,0
New York State,1/13/2021,44512,0.23,52941,2721
New York State,1/15/2021,73523,0.38,59311,3049
New York State,1/19/2021,102187,0.53,60112,3090
New York State,1/20/2021,106821,0.55,59145,3040
New York State,1/21/2021,120801,0.62,61124,3142
New York State,1/22/2021,142005,0.73,63790,3279
New York State,1/23/2021,162685,0.84,66334,3410
New York State,1/24/2021,176659,0.91,69502,3573
New York State,1/25/2021,183915,0.95,68387,3515
New York State,1/26/2021,189791,0.98,64808,3331
New York State,1/27/2021,212802,1.09,67458,3468
New York State,1/28/2021,238722,1.23,73438,3775
New York State,1/29/2021,271874,1.4,71318,3666
New York State,1/30/2021,303102,1.56,72774,3741
New York State,1/31/2021,329795,1.7,72865,3746
New York State,2/1/2021,344325,1.77,72765,3740
New York State,2/2/2021,353127,1.82,73211,3763
New York State,2/3/2021,368054,1.89,69210,3558
New York State,2/4/2021,388798,2.0,61400,3156
New York State,2/5/2021,426368,2.19,61298,3151
New York State,2/6/2021,468747,2.41,61912,3183
New York State,2/7/2021,519101,2.67,65915,3388
New York State,2/8/2021,554262,2.85,70058,3601
New York State,2/9/2021,572426,2.94,67892,3490
New York State,2/10/2021,619504,3.18,76093,3912
New York State,2/11/2021,668178,3.43,80062,4116
New York State,2/12/2021,721554,3.71,82892,4261
New York State,2/13/2021,778565,4.0,85146,4377
New York State,2/14/2021,833444,4.28,84046,4320
New York State,2/16/2021,924475,4.75,95534,4911
New York State,2/17/2021,955337,4.91,91775,4718
New York State,2/18/2021,993790,5.11,90449,4649
New York State,2/19/2021,1066991,5.48,104996,5397
New York State,2/20/2021,1117514,5.74,102095,5248
New York State,2/21/2021,1167934,6.0,99541,5117
New York State,2/22/2021,1218748,6.26,99122,5095
New York State,2/23/2021,1254485,6.45,94610,4863
New York State,2/24/2021,1279059,6.57,91830,4720
New York State,2/25/2021,1304163,6.7,89347,4593
New York State,2/26/2021,1337747,6.88,72524,3728
New York State,2/27/2021,1380104,7.09,74919,3851
New York State,2/28/2021,1442220,7.41,86182,4430
New York State,3/1/2021,1485601,7.64,91983,4728
New York State,3/2/2021,1522346,7.83,103303,5310
New York State,3/3/2021,1556522,8.0,112359,5776
New York State,3/4/2021,1585561,8.15,121644,6253
New York State,3/5/2021,1616099,8.31,129919,6678
New York State,3/6/2021,1655487,8.51,140251,7210
New York State,3/7/2021,1703626,8.76,144621,7434
New York State,3/8/2021,1752004,9.01,151537,7790
New York State,3/9/2021,1792253,9.21,147075,7560
New York State,3/10/2021,1845103,9.48,154877,7961
New York State,3/11/2021,1899848,9.77,158585,8152
New York State,3/12/2021,1954049,10.04,162157,8336
New York State,3/13/2021,2048700,10.53,178982,9200
New York State,3/14/2021,2049086,10.53,151066,7765
North Carolina,1/12/2021,19293,0.18,0,0
North Carolina,1/13/2021,35148,0.34,55328,5275
North Carolina,1/15/2021,42790,0.41,30405,2899
North Carolina,1/19/2021,54012,0.51,27024,2577
North Carolina,1/20/2021,58407,0.56,22935,2187
North Carolina,1/21/2021,66736,0.64,29296,2793
North Carolina,1/22/2021,74427,0.71,31727,3025
North Carolina,1/23/2021,79197,0.76,35671,3401
North Carolina,1/24/2021,83752,0.8,40662,3877
North Carolina,1/25/2021,86064,0.82,42821,4083
North Carolina,1/26/2021,87292,0.83,42706,4072
North Carolina,1/27/2021,88145,0.84,41324,3940
North Carolina,1/28/2021,120480,1.15,53788,5128
North Carolina,1/29/2021,120946,1.15,46616,4445
North Carolina,1/30/2021,135263,1.29,45961,4382
North Carolina,1/31/2021,149906,1.43,45031,4294
North Carolina,2/1/2021,155824,1.49,42815,4082
North Carolina,2/2/2021,155973,1.49,39490,3765
North Carolina,2/3/2021,170087,1.62,44276,4222
North Carolina,2/4/2021,186914,1.78,30525,2910
North Carolina,2/5/2021,206642,1.97,36979,3526
North Carolina,2/6/2021,230372,2.2,38929,3712
North Carolina,2/7/2021,262031,2.5,41555,3962
North Carolina,2/8/2021,273763,2.61,42660,4067
North Carolina,2/9/2021,280303,2.67,44477,4241
North Carolina,2/10/2021,300991,2.87,44199,4214
North Carolina,2/11/2021,330758,3.15,45597,4348
North Carolina,2/12/2021,370032,3.53,48191,4595
North Carolina,2/13/2021,406851,3.88,50312,4797
North Carolina,2/14/2021,448878,4.28,53556,5106
North Carolina,2/16/2021,483989,4.61,56765,5412
North Carolina,2/17/2021,509113,4.85,56964,5431
North Carolina,2/18/2021,540933,5.16,57088,5443
North Carolina,2/19/2021,616620,5.88,73115,6971
North Carolina,2/20/2021,651958,6.22,69341,6611
North Carolina,2/21/2021,691447,6.59,64439,6144
North Carolina,2/22/2021,716027,6.83,64854,6184
North Carolina,2/23/2021,724993,6.91,61910,5903
North Carolina,2/24/2021,754213,7.19,61381,5852
North Carolina,2/25/2021,782138,7.46,61164,5832
North Carolina,2/26/2021,812003,7.74,46498,4433
North Carolina,2/27/2021,839827,8.01,51031,4866
North Carolina,2/28/2021,870088,8.3,57036,5438
North Carolina,3/1/2021,886852,8.46,60066,5727
North Carolina,3/2/2021,894708,8.53,60984,5815
North Carolina,3/3/2021,916706,8.74,63203,6026
North Carolina,3/4/2021,943505,9.0,64444,6144
North Carolina,3/5/2021,949615,9.05,56531,5390
North Carolina,3/6/2021,976589,9.31,56396,5377
North Carolina,3/7/2021,1000175,9.54,51845,4943
North Carolina,3/8/2021,1007844,9.61,50910,4854
North Carolina,3/9/2021,1015937,9.69,52006,4959
North Carolina,3/10/2021,1040603,9.92,53160,5069
North Carolina,3/11/2021,1071902,10.22,55226,5266
North Carolina,3/12/2021,1129823,10.77,69359,6613
North Carolina,3/13/2021,1206651,11.5,90125,8593
North Carolina,3/14/2021,1219606,11.63,83400,7952
North Dakota,1/12/2021,5815,0.76,0,0
North Dakota,1/13/2021,6395,0.84,1249,1639
North Dakota,1/15/2021,7555,0.99,2310,3031
North Dakota,1/19/2021,8641,1.13,2447,3211
North Dakota,1/20/2021,8954,1.17,2418,3173
North Dakota,1/21/2021,9881,1.3,2353,3088
North Dakota,1/22/2021,12428,1.63,2528,3317
North Dakota,1/23/2021,14412,1.89,2863,3757
North Dakota,1/24/2021,15589,2.05,3095,4061
North Dakota,1/25/2021,15680,2.06,3026,3971
North Dakota,1/26/2021,15742,2.07,2693,3534
North Dakota,1/27/2021,16952,2.22,2796,3669
North Dakota,1/28/2021,18244,2.39,2972,3900
North Dakota,1/29/2021,20700,2.72,3153,4137
North Dakota,1/30/2021,22968,3.01,3227,4235
North Dakota,1/31/2021,25359,3.33,3534,4637
North Dakota,2/1/2021,26136,3.43,3463,4544
North Dakota,2/2/2021,26493,3.48,3505,4599
North Dakota,2/3/2021,27418,3.6,3763,4938
North Dakota,2/4/2021,28847,3.79,3836,5034
North Dakota,2/5/2021,30829,4.05,3807,4996
North Dakota,2/6/2021,35123,4.61,4165,5465
North Dakota,2/7/2021,37651,4.94,4130,5420
North Dakota,2/8/2021,38417,5.04,4328,5679
North Dakota,2/9/2021,38417,5.04,4256,5585
North Dakota,2/10/2021,39154,5.14,3778,4958
North Dakota,2/11/2021,40721,5.34,3817,5009
North Dakota,2/12/2021,43276,5.68,3795,4980
North Dakota,2/13/2021,45474,5.97,3348,4393
North Dakota,2/14/2021,47552,6.24,3156,4141
North Dakota,2/16/2021,49263,6.46,3378,4433
North Dakota,2/17/2021,49615,6.51,3438,4511
North Dakota,2/18/2021,50438,6.62,3305,4337
North Dakota,2/19/2021,58099,7.62,6133,8048
North Dakota,2/20/2021,61624,8.09,6331,8308
North Dakota,2/21/2021,65293,8.57,6499,8528
North Dakota,2/22/2021,65503,8.6,6456,8472
North Dakota,2/23/2021,65701,8.62,6164,8089
North Dakota,2/24/2021,67006,8.79,6532,8571
North Dakota,2/25/2021,68641,9.01,6737,8840
North Dakota,2/26/2021,72168,9.47,4329,5681
North Dakota,2/27/2021,77018,10.11,5262,6905
