State,Date,people_fully_vaccinated,people_fully_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million
Alabama,1/12/2021,7270,0.15,0,0
Alabama,1/13/2021,9245,0.19,5906,1205
Alabama,1/15/2021,13488,0.28,7478,1525
Alabama,1/19/2021,16346,0.33,7523,1534
Alabama,1/20/2021,17956,0.37,7880,1607
Alabama,1/21/2021,21345,0.44,10517,2145
Alabama,1/22/2021,24840,0.51,14107,2877
Alabama,1/23/2021,27422,0.56,16202,3304
Alabama,1/24/2021,29736,0.61,18294,3731
Alabama,1/25/2021,29978,0.61,18196,3711
Alabama,1/26/2021,30933,0.63,17738,3618
Alabama,1/27/2021,33595,0.69,18178,3707
Alabama,1/28/2021,37431,0.76,16153,3294
Alabama,1/29/2021,44073,0.9,14514,2960
Alabama,1/30/2021,53742,1.1,17271,3522
Alabama,1/31/2021,55331,1.13,15748,3212
Alabama,2/1/2021,56308,1.15,15381,3137
Alabama,2/2/2021,58825,1.2,16703,3407
Alabama,2/3/2021,62990,1.28,17414,3552
Alabama,2/4/2021,69155,1.41,18491,3771
Alabama,2/5/2021,76603,1.56,18526,3778
Alabama,2/6/2021,84278,1.72,16105,3285
Alabama,2/7/2021,86141,1.76,15480,3157
Alabama,2/8/2021,88453,1.8,15622,3186
Alabama,2/9/2021,95033,1.94,17012,3470
Alabama,2/10/2021,102520,2.09,18209,3714
Alabama,2/11/2021,111036,2.26,19258,3928
Alabama,2/12/2021,122019,2.49,20074,4094
Alabama,2/13/2021,133029,2.71,20855,4253
Alabama,2/14/2021,137032,2.79,21417,4368
Alabama,2/16/2021,149288,3.04,20816,4245
Alabama,2/17/2021,154341,3.15,19174,3911
Alabama,2/18/2021,165104,3.37,18400,3753
Alabama,2/19/2021,192304,3.92,24002,4895
Alabama,2/20/2021,214512,4.37,25111,5121
Alabama,2/21/2021,219639,4.48,25194,5138
Alabama,2/22/2021,221785,4.52,24164,4928
Alabama,2/23/2021,233073,4.75,25489,5198
Alabama,2/24/2021,247024,5.04,27098,5527
Alabama,2/25/2021,261689,5.34,27531,5615
Alabama,2/26/2021,278985,5.69,22104,4508
Alabama,2/27/2021,300548,6.13,22022,4491
Alabama,2/28/2021,305731,6.24,21984,4484
Alabama,3/1/2021,308416,6.29,22111,4510
Alabama,3/2/2021,322346,6.57,22436,4576
Alabama,3/3/2021,338967,6.91,22904,4671
Alabama,3/4/2021,357384,7.29,23916,4878
Alabama,3/5/2021,374826,7.64,24388,4974
Alabama,3/6/2021,393619,8.03,24087,4913
Alabama,3/7/2021,398035,8.12,23947,4884
Alabama,3/8/2021,409937,8.36,24040,4903
Alabama,3/9/2021,420083,8.57,24118,4919
Alabama,3/10/2021,435018,8.87,24827,5063
Alabama,3/11/2021,452746,9.23,25376,5175
Alabama,3/12/2021,472325,9.63,26375,5379
Alabama,3/13/2021,492755,10.05,26935,5493
Alabama,3/14/2021,497653,10.15,26926,5492
Alaska,1/12/2021,5400,0.74,0,0
Alaska,1/13/2021,6166,0.84,2842,3885
Alaska,1/15/2021,9406,1.29,4400,6015
Alaska,1/19/2021,10802,1.48,4356,5955
Alaska,1/20/2021,11283,1.54,4230,5782
Alaska,1/21/2021,12352,1.69,4187,5724
Alaska,1/22/2021,13718,1.88,4580,6261
Alaska,1/23/2021,15206,2.08,4997,6831
Alaska,1/24/2021,16201,2.21,5225,7142
Alaska,1/25/2021,16673,2.28,5003,6839
Alaska,1/26/2021,16815,2.3,4545,6213
Alaska,1/27/2021,18097,2.47,4758,6504
Alaska,1/28/2021,20045,2.74,4850,6630
Alaska,1/29/2021,21593,2.95,4186,5722
Alaska,1/30/2021,23320,3.19,3846,5257
Alaska,1/31/2021,24545,3.36,3619,4947
Alaska,2/1/2021,25467,3.48,3570,4880
Alaska,2/2/2021,26207,3.58,3613,4939
Alaska,2/3/2021,27528,3.76,3453,4720
Alaska,2/4/2021,30172,4.12,3440,4702
Alaska,2/5/2021,32593,4.46,3372,4609
Alaska,2/6/2021,35773,4.89,3411,4663
Alaska,2/7/2021,39541,5.41,3785,5174
Alaska,2/8/2021,40812,5.58,4131,5647
Alaska,2/9/2021,41698,5.7,4204,5747
Alaska,2/10/2021,43552,5.95,4356,5955
Alaska,2/11/2021,46006,6.29,4620,6315
Alaska,2/12/2021,48969,6.69,4776,6529
Alaska,2/13/2021,52380,7.16,5142,7029
Alaska,2/14/2021,57117,7.81,5393,7372
Alaska,2/16/2021,60964,8.33,5448,7447
Alaska,2/17/2021,62474,8.54,5337,7296
Alaska,2/18/2021,65245,8.92,5268,7201
Alaska,2/19/2021,71892,9.83,6970,9528
Alaska,2/20/2021,78623,10.75,7466,10206
Alaska,2/21/2021,82272,11.25,7330,10020
Alaska,2/22/2021,84385,11.54,7266,9932
Alaska,2/23/2021,84984,11.62,6988,9552
Alaska,2/24/2021,87061,11.9,7148,9771
Alaska,2/25/2021,90416,12.36,7201,9844
Alaska,2/26/2021,92407,12.63,5444,7442
Alaska,2/27/2021,95485,13.05,4591,6276
Alaska,2/28/2021,97692,13.35,4229,5781
Alaska,3/1/2021,100024,13.67,4304,5883
Alaska,3/2/2021,101000,13.81,4288,5862
Alaska,3/3/2021,102472,14.01,4243,5800
Alaska,3/4/2021,104193,14.24,3905,5338
Alaska,3/5/2021,106597,14.57,3876,5298
Alaska,3/6/2021,110078,15.05,4155,5680
Alaska,3/7/2021,113792,15.56,4329,5918
Alaska,3/8/2021,115635,15.81,4248,5807
Alaska,3/9/2021,117345,16.04,4678,6395
Alaska,3/10/2021,119073,16.28,4917,6721
Alaska,3/11/2021,122197,16.7,5211,7123
Alaska,3/12/2021,124170,16.97,5294,7237
Alaska,3/13/2021,126647,17.31,5092,6961
Alaska,3/14/2021,130857,17.89,5473,7481
American Samoa,1/12/2021,260,0.47,0,0
American Samoa,1/13/2021,362,0.65,453,8134
American Samoa,1/15/2021,738,1.33,586,10523
American Samoa,1/19/2021,770,1.38,376,6752
American Samoa,1/20/2021,836,1.5,391,7021
American Samoa,1/21/2021,929,1.67,385,6913
American Samoa,1/22/2021,940,1.69,384,6895
American Samoa,1/23/2021,948,1.7,390,7003
American Samoa,1/24/2021,948,1.7,532,9553
American Samoa,1/25/2021,948,1.7,501,8996
American Samoa,1/26/2021,948,1.7,508,9122
American Samoa,1/27/2021,950,1.71,539,9679
American Samoa,1/28/2021,950,1.71,489,8781
American Samoa,1/29/2021,997,1.79,479,8601
American Samoa,1/30/2021,997,1.79,442,7937
American Samoa,1/31/2021,997,1.79,268,4812
American Samoa,2/1/2021,1046,1.88,388,6967
American Samoa,2/2/2021,1046,1.88,349,6267
American Samoa,2/3/2021,1305,2.34,283,5082
American Samoa,2/4/2021,1494,2.68,310,5567
American Samoa,2/5/2021,2252,4.04,301,5405
American Samoa,2/6/2021,2478,4.45,333,5980
American Samoa,2/7/2021,2478,4.45,333,5980
American Samoa,2/8/2021,2478,4.45,214,3843
American Samoa,2/9/2021,2885,5.18,274,4920
American Samoa,2/10/2021,3494,6.27,322,5782
American Samoa,2/11/2021,3685,6.62,322,5782
American Samoa,2/12/2021,4968,8.92,429,7703
American Samoa,2/13/2021,5308,9.53,446,8009
American Samoa,2/14/2021,5308,9.53,446,8009
American Samoa,2/16/2021,5860,10.52,490,8799
American Samoa,2/17/2021,5989,10.75,422,7578
American Samoa,2/18/2021,5989,10.75,394,7075
American Samoa,2/19/2021,5989,10.75,177,3178
American Samoa,2/20/2021,6893,12.38,337,6051
American Samoa,2/21/2021,7811,14.03,485,8709
American Samoa,2/22/2021,7818,14.04,439,7883
American Samoa,2/23/2021,7818,14.04,387,6949
American Samoa,2/24/2021,7979,14.33,496,8907
American Samoa,2/25/2021,7979,14.33,496,8907
American Samoa,2/26/2021,8037,14.43,581,10433
American Samoa,2/27/2021,8037,14.43,371,6662
American Samoa,2/28/2021,8037,14.43,223,4004
American Samoa,3/1/2021,8037,14.43,217,3897
American Samoa,3/2/2021,8099,14.54,323,5800
American Samoa,3/3/2021,8099,14.54,191,3430
American Samoa,3/4/2021,8208,14.74,269,4830
American Samoa,3/5/2021,8208,14.74,184,3304
American Samoa,3/6/2021,8208,14.74,184,3304
American Samoa,3/7/2021,8208,14.74,184,3304
American Samoa,3/8/2021,8254,14.82,184,3304
American Samoa,3/9/2021,8254,14.82,78,1401
American Samoa,3/10/2021,8706,15.63,374,6716
American Samoa,3/11/2021,8706,15.63,296,5315
American Samoa,3/12/2021,8706,15.63,296,5315
American Samoa,3/13/2021,8713,15.65,296,5315
American Samoa,3/14/2021,8713,15.65,296,5315
Arizona,1/12/2021,8343,0.11,0,0
Arizona,1/13/2021,12392,0.17,13390,1840
Arizona,1/15/2021,20837,0.29,18577,2552
Arizona,1/19/2021,30892,0.42,17846,2452
Arizona,1/20/2021,34788,0.48,18163,2495
Arizona,1/21/2021,41613,0.57,18605,2556
Arizona,1/22/2021,48938,0.67,18895,2596
Arizona,1/23/2021,55014,0.76,20939,2877
Arizona,1/24/2021,58291,0.8,22706,3120
Arizona,1/25/2021,62711,0.86,23526,3232
Arizona,1/26/2021,64551,0.89,23517,3231
Arizona,1/27/2021,68846,0.95,25196,3462
Arizona,1/28/2021,73927,1.02,26179,3597
Arizona,1/29/2021,80773,1.11,27393,3763
Arizona,1/30/2021,86990,1.2,28059,3855
Arizona,1/31/2021,92666,1.27,29069,3994
Arizona,2/1/2021,95671,1.31,29564,4062
Arizona,2/2/2021,96660,1.33,28681,3940
Arizona,2/3/2021,102107,1.4,28255,3882
Arizona,2/4/2021,111645,1.53,28424,3905
Arizona,2/5/2021,121227,1.67,28337,3893
Arizona,2/6/2021,136236,1.87,29917,4110
Arizona,2/7/2021,151392,2.08,30732,4222
Arizona,2/8/2021,161324,2.22,31487,4326
Arizona,2/9/2021,166798,2.29,33164,4556
Arizona,2/10/2021,177565,2.44,34531,4744
Arizona,2/11/2021,192542,2.65,36494,5014
Arizona,2/12/2021,207912,2.86,38691,5316
Arizona,2/13/2021,226158,3.11,39176,5382
Arizona,2/14/2021,244971,3.37,39989,5494
Arizona,2/16/2021,264416,3.63,41539,5707
Arizona,2/17/2021,267967,3.68,38163,5243
Arizona,2/18/2021,283955,3.9,37314,5126
Arizona,2/19/2021,335248,4.61,55158,7578
Arizona,2/20/2021,356055,4.89,54896,7542
Arizona,2/21/2021,376371,5.17,54360,7468
Arizona,2/22/2021,392139,5.39,54958,7551
Arizona,2/23/2021,398472,5.47,53030,7286
Arizona,2/24/2021,412825,5.67,55863,7675
Arizona,2/25/2021,438355,6.02,57825,7944
Arizona,2/26/2021,468913,6.44,42127,5788
Arizona,2/27/2021,498106,6.84,43278,5946
Arizona,2/28/2021,535189,7.35,46110,6335
Arizona,3/1/2021,566500,7.78,48955,6726
Arizona,3/2/2021,587451,8.07,51993,7143
Arizona,3/3/2021,613681,8.43,53580,7361
Arizona,3/4/2021,640078,8.79,53198,7309
Arizona,3/5/2021,671617,9.23,52476,7210
Arizona,3/6/2021,674523,9.27,45071,6192
Arizona,3/7/2021,729803,10.03,52879,7265
Arizona,3/8/2021,738410,10.14,52280,7183
Arizona,3/9/2021,750217,10.31,50873,6989
Arizona,3/10/2021,767107,10.54,51794,7116
Arizona,3/11/2021,792205,10.88,52921,7271
Arizona,3/12/2021,826020,11.35,54235,7451
Arizona,3/13/2021,858909,11.8,62981,8653
Arizona,3/14/2021,891501,12.25,56433,7753
Arkansas,1/12/2021,8,0.0,0,0
Arkansas,1/13/2021,12849,0.43,53975,17886
Arkansas,1/15/2021,18781,0.62,25820,8556
Arkansas,1/19/2021,21734,0.72,14494,4803
Arkansas,1/20/2021,26541,0.88,11208,3714
Arkansas,1/21/2021,26541,0.88,9285,3077
Arkansas,1/22/2021,31600,1.05,11905,3945
Arkansas,1/23/2021,31600,1.05,11048,3661
Arkansas,1/24/2021,32572,1.08,11986,3972
Arkansas,1/25/2021,33159,1.1,12108,4012
Arkansas,1/26/2021,37055,1.23,13422,4448
Arkansas,1/27/2021,40910,1.36,11359,3764
Arkansas,1/28/2021,40910,1.36,11359,3764
Arkansas,1/29/2021,45918,1.52,9760,3234
Arkansas,1/30/2021,52118,1.73,12425,4117
Arkansas,1/31/2021,56264,1.86,12793,4239
Arkansas,2/1/2021,58613,1.94,12876,4267
Arkansas,2/2/2021,59903,1.98,11169,3701
Arkansas,2/3/2021,63356,2.1,9946,3296
Arkansas,2/4/2021,68778,2.28,12200,4043
Arkansas,2/5/2021,73810,2.45,11597,3843
Arkansas,2/6/2021,81564,2.7,12289,4072
Arkansas,2/7/2021,90308,2.99,12807,4244
Arkansas,2/8/2021,94058,3.12,12919,4281
Arkansas,2/9/2021,95202,3.15,12808,4244
Arkansas,2/10/2021,103669,3.44,13658,4526
Arkansas,2/11/2021,110751,3.67,13225,4382
Arkansas,2/12/2021,118465,3.93,13710,4543
Arkansas,2/13/2021,124040,4.11,11816,3915
Arkansas,2/14/2021,130637,4.33,11299,3744
Arkansas,2/16/2021,136415,4.52,11330,3754
Arkansas,2/17/2021,138254,4.58,9842,3261
Arkansas,2/18/2021,140662,4.66,8562,2837
Arkansas,2/19/2021,150812,5.0,10018,3320
Arkansas,2/20/2021,152675,5.06,9074,3007
Arkansas,2/21/2021,157511,5.22,7990,2648
Arkansas,2/22/2021,161470,5.35,8204,2719
Arkansas,2/23/2021,163848,5.43,8108,2687
Arkansas,2/24/2021,172653,5.72,9645,3196
Arkansas,2/25/2021,184346,6.11,11688,3873
Arkansas,2/26/2021,200253,6.64,11531,3821
Arkansas,2/27/2021,213974,7.09,14537,4817
Arkansas,2/28/2021,226968,7.52,17263,5720
Arkansas,3/1/2021,233135,7.73,18023,5972
Arkansas,3/2/2021,236154,7.83,18660,6183
Arkansas,3/3/2021,242346,8.03,18995,6294
Arkansas,3/4/2021,249244,8.26,18831,6240
Arkansas,3/5/2021,256589,8.5,17967,5954
Arkansas,3/6/2021,264478,8.76,17353,5750
Arkansas,3/7/2021,273608,9.07,16564,5489
Arkansas,3/8/2021,277217,9.19,15969,5292
Arkansas,3/9/2021,279815,9.27,15991,5299
Arkansas,3/10/2021,285284,9.45,15964,5290
Arkansas,3/11/2021,285811,9.47,13675,4531
Arkansas,3/12/2021,297193,9.85,16122,5342
Arkansas,3/13/2021,309784,10.27,19784,6556
Arkansas,3/14/2021,309827,10.27,16767,5556
California,1/12/2021,100089,0.25,0,0
California,1/13/2021,133689,0.34,75188,1903
California,1/15/2021,204374,0.52,85553,2165
California,1/19/2021,260838,0.66,92018,2329
California,1/20/2021,273276,0.69,91549,2317
California,1/21/2021,293834,0.74,94083,2381
California,1/22/2021,321839,0.81,104389,2642
California,1/23/2021,341731,0.86,119770,3031
California,1/24/2021,356382,0.9,133316,3374
California,1/25/2021,371482,0.94,138153,3496
California,1/26/2021,387563,0.98,140878,3565
California,1/27/2021,417606,1.06,149620,3787
California,1/28/2021,458585,1.16,159000,4024
California,1/29/2021,487552,1.23,158126,4002
California,1/30/2021,524350,1.33,155366,3932
California,1/31/2021,558977,1.41,155063,3924
California,2/1/2021,581985,1.47,160379,4059
California,2/2/2021,592045,1.5,156749,3967
California,2/3/2021,613845,1.55,155950,3947
California,2/4/2021,625189,1.58,139561,3532
California,2/5/2021,675027,1.71,144296,3652
California,2/6/2021,727993,1.84,148831,3767
California,2/7/2021,808832,2.05,171402,4338
California,2/8/2021,847993,2.15,175654,4446
California,2/9/2021,875340,2.22,177237,4486
California,2/10/2021,928615,2.35,183712,4649
California,2/11/2021,990128,2.51,201580,5102
California,2/12/2021,1081040,2.74,202925,5136
California,2/13/2021,1178577,2.98,203565,5152
California,2/14/2021,1287390,3.26,190746,4828
California,2/16/2021,1456222,3.69,203788,5158
California,2/17/2021,1507829,3.82,195102,4938
California,2/18/2021,1581541,4.0,194468,4922
California,2/19/2021,1753917,4.44,231928,5870
California,2/20/2021,1864867,4.72,234166,5926
California,2/21/2021,1974488,5.0,233297,5904
California,2/22/2021,2048326,5.18,227005,5745
California,2/23/2021,2105613,5.33,216733,5485
California,2/24/2021,2173394,5.5,221857,5615
California,2/25/2021,2263406,5.73,223997,5669
California,2/26/2021,2384283,6.03,192335,4868
California,2/27/2021,2506318,6.34,194965,4934
California,2/28/2021,2613260,6.61,195368,4944
California,3/1/2021,2744770,6.95,214479,5428
California,3/2/2021,2905711,7.35,252715,6396
California,3/3/2021,2997721,7.59,265023,6707
California,3/4/2021,3047327,7.71,256584,6494
California,3/5/2021,3128908,7.92,251504,6365
California,3/6/2021,3263993,8.26,264079,6683
California,3/7/2021,3352223,8.48,259101,6557
California,3/8/2021,3406971,8.62,242771,6144
California,3/9/2021,3444791,8.72,204065,5165
California,3/10/2021,3485179,8.82,190191,4813
California,3/11/2021,3541495,8.96,194328,4918
California,3/12/2021,3614744,9.15,193794,4905
California,3/13/2021,3819191,9.67,209548,5303
California,3/14/2021,3819878,9.67,178375,4514
Colorado,1/12/2021,36425,0.63,0,0
Colorado,1/13/2021,41271,0.72,15237,2646
Colorado,1/15/2021,47021,0.82,15935,2767
Colorado,1/19/2021,49897,0.87,15123,2626
Colorado,1/20/2021,51460,0.89,14396,2500
Colorado,1/21/2021,54474,0.95,14070,2443
Colorado,1/22/2021,62086,1.08,15007,2606
Colorado,1/23/2021,62086,1.08,12934,2246
Colorado,1/24/2021,76902,1.34,19033,3305
Colorado,1/25/2021,80467,1.4,18872,3277
Colorado,1/26/2021,82946,1.44,18208,3162
Colorado,1/27/2021,90200,1.57,19156,3326
Colorado,1/28/2021,98663,1.71,20359,3535
Colorado,1/29/2021,108507,1.88,20657,3587
Colorado,1/30/2021,118770,2.06,24010,4169
Colorado,1/31/2021,125078,2.17,19248,3342
Colorado,2/1/2021,130738,2.27,20272,3520
Colorado,2/2/2021,132752,2.31,20514,3562
Colorado,2/3/2021,140610,2.44,20371,3537
Colorado,2/4/2021,149829,2.6,20460,3553
Colorado,2/5/2021,162511,2.82,19975,3469
Colorado,2/6/2021,178975,3.11,21358,3709
Colorado,2/7/2021,197523,3.43,22952,3986
Colorado,2/8/2021,207951,3.61,23168,4023
Colorado,2/9/2021,211328,3.67,22316,3875
Colorado,2/10/2021,225626,3.92,24274,4215
Colorado,2/11/2021,239804,4.16,25169,4371
Colorado,2/12/2021,254037,4.41,26131,4538
Colorado,2/13/2021,271661,4.72,27246,4731
Colorado,2/14/2021,290991,5.05,28130,4885
Colorado,2/16/2021,308992,5.37,34720,6029
Colorado,2/17/2021,314557,5.46,33875,5882
Colorado,2/18/2021,322769,5.6,33990,5902
Colorado,2/19/2021,345623,6.0,41118,7140
Colorado,2/20/2021,360392,6.26,40331,7003
Colorado,2/21/2021,378242,6.57,39336,6831
Colorado,2/22/2021,392925,6.82,38285,6648
Colorado,2/23/2021,393719,6.84,33267,5777
Colorado,2/24/2021,413803,7.19,34876,6056
Colorado,2/25/2021,426938,7.41,34456,5983
Colorado,2/26/2021,439634,7.63,27248,4732
Colorado,2/27/2021,440500,7.65,22403,3890
Colorado,2/28/2021,462155,8.03,24202,4203
Colorado,3/1/2021,479662,8.33,25887,4495
Colorado,3/2/2021,484907,8.42,27913,4847
Colorado,3/3/2021,499066,8.67,27679,4806
Colorado,3/4/2021,513187,8.91,28668,4978
Colorado,3/5/2021,526306,9.14,29383,5102
Colorado,3/6/2021,549267,9.54,36492,6337
Colorado,3/7/2021,567689,9.86,36417,6324
Colorado,3/8/2021,571975,9.93,30650,5322
Colorado,3/9/2021,584872,10.16,31695,5504
Colorado,3/10/2021,609417,10.58,33203,5766
Colorado,3/11/2021,640244,11.12,38451,6677
Colorado,3/12/2021,665380,11.55,41169,7149
Colorado,3/13/2021,695032,12.07,42625,7402
Colorado,3/14/2021,695186,12.07,36020,6255
Connecticut,1/12/2021,4174,0.12,0,0
Connecticut,1/13/2021,5268,0.15,10480,2939
Connecticut,1/15/2021,17162,0.48,11490,3223
Connecticut,1/19/2021,23150,0.65,11161,3130
Connecticut,1/20/2021,25018,0.7,11609,3256
Connecticut,1/21/2021,28602,0.8,13259,3719
Connecticut,1/22/2021,33149,0.93,14511,4070
Connecticut,1/23/2021,37098,1.04,15716,4408
Connecticut,1/24/2021,40506,1.14,16292,4570
Connecticut,1/25/2021,42421,1.19,16094,4514
Connecticut,1/26/2021,45190,1.27,16160,4533
Connecticut,1/27/2021,51939,1.46,16836,4722
Connecticut,1/28/2021,59437,1.67,16636,4666
Connecticut,1/29/2021,67624,1.9,16561,4645
Connecticut,1/30/2021,73706,2.07,16342,4584
Connecticut,1/31/2021,79511,2.23,16444,4612
Connecticut,2/1/2021,83855,2.35,16856,4728
Connecticut,2/2/2021,86602,2.43,16207,4546
Connecticut,2/3/2021,90574,2.54,14860,4168
Connecticut,2/4/2021,97568,2.74,14381,4034
Connecticut,2/5/2021,106224,2.98,14140,3966
Connecticut,2/6/2021,115349,3.24,14030,3935
Connecticut,2/7/2021,123198,3.46,13871,3891
Connecticut,2/8/2021,127194,3.57,13309,3733
Connecticut,2/9/2021,133196,3.74,14033,3936
Connecticut,2/10/2021,142918,4.01,15677,4397
Connecticut,2/11/2021,154639,4.34,16918,4745
Connecticut,2/12/2021,167894,4.71,17762,4982
Connecticut,2/13/2021,183146,5.14,19338,5424
Connecticut,2/14/2021,191978,5.38,20109,5640
Connecticut,2/16/2021,206920,5.8,22403,6284
Connecticut,2/17/2021,218777,6.14,23349,6549
Connecticut,2/18/2021,231795,6.5,23848,6689
Connecticut,2/19/2021,253770,7.12,27991,7851
Connecticut,2/20/2021,265343,7.44,27579,7735
Connecticut,2/21/2021,270792,7.6,26547,7446
Connecticut,2/22/2021,277009,7.77,27122,7607
Connecticut,2/23/2021,279804,7.85,25963,7282
Connecticut,2/24/2021,283211,7.94,24835,6966
Connecticut,2/25/2021,285804,8.02,22680,6361
Connecticut,2/26/2021,290698,8.15,18791,5271
Connecticut,2/27/2021,295458,8.29,18913,5305
Connecticut,2/28/2021,300264,8.42,20562,5767
Connecticut,3/1/2021,305226,8.56,21218,5951
Connecticut,3/2/2021,306894,8.61,21039,5901
Connecticut,3/3/2021,310667,8.71,21335,5984
Connecticut,3/4/2021,313603,8.8,23052,6466
Connecticut,3/5/2021,316991,8.89,23909,6706
Connecticut,3/6/2021,320257,8.98,25272,7088
Connecticut,3/7/2021,324448,9.1,27307,7659
Connecticut,3/8/2021,340912,9.56,28223,7916
Connecticut,3/9/2021,345611,9.69,29362,8236
Connecticut,3/10/2021,354352,9.94,30172,8463
Connecticut,3/11/2021,362671,10.17,30998,8694
Connecticut,3/12/2021,374997,10.52,31976,8969
Connecticut,3/13/2021,496388,13.92,36344,10194
Connecticut,3/14/2021,496443,13.92,30845,8651
Delaware,1/12/2021,2784,0.29,0,0
Delaware,1/13/2021,4050,0.42,2003,2057
Delaware,1/15/2021,5354,0.55,1560,1602
Delaware,1/19/2021,6768,0.7,2307,2369
Delaware,1/20/2021,6919,0.71,2461,2527
Delaware,1/21/2021,7355,0.76,2611,2681
Delaware,1/22/2021,8847,0.91,3310,3399
Delaware,1/23/2021,10448,1.07,3724,3824
Delaware,1/24/2021,11464,1.18,3909,4014
Delaware,1/25/2021,11647,1.2,3889,3994
Delaware,1/26/2021,11724,1.2,3707,3807
Delaware,1/27/2021,12352,1.27,4544,4666
Delaware,1/28/2021,13121,1.35,4703,4830
Delaware,1/29/2021,14210,1.46,4720,4847
Delaware,1/30/2021,14956,1.54,4641,4766
Delaware,1/31/2021,16397,1.68,5110,5248
Delaware,2/1/2021,17628,1.81,5112,5250
Delaware,2/2/2021,18040,1.85,5038,5174
Delaware,2/3/2021,18568,1.91,4299,4415
Delaware,2/4/2021,20394,2.09,4071,4181
Delaware,2/5/2021,21264,2.18,3847,3951
Delaware,2/6/2021,22791,2.34,3709,3809
Delaware,2/7/2021,24245,2.49,3353,3443
Delaware,2/8/2021,25179,2.59,3422,3514
Delaware,2/9/2021,25405,2.61,3393,3484
Delaware,2/10/2021,26054,2.68,3225,3312
Delaware,2/11/2021,26864,2.76,3227,3314
Delaware,2/12/2021,27742,2.85,3195,3281
Delaware,2/13/2021,29423,3.02,3375,3466
Delaware,2/14/2021,31095,3.19,3287,3376
Delaware,2/16/2021,34002,3.49,3552,3648
Delaware,2/17/2021,35601,3.66,3571,3667
Delaware,2/18/2021,37499,3.85,3782,3884
Delaware,2/19/2021,43614,4.48,5531,5680
Delaware,2/20/2021,46527,4.78,5500,5648
Delaware,2/21/2021,46803,4.81,4929,5062
Delaware,2/22/2021,48311,4.96,4927,5060
Delaware,2/23/2021,50546,5.19,4890,5022
Delaware,2/24/2021,53019,5.44,4961,5095
Delaware,2/25/2021,56790,5.83,5098,5235
Delaware,2/26/2021,61985,6.37,4063,4172
Delaware,2/27/2021,67915,6.97,4591,4715
Delaware,2/28/2021,71482,7.34,5482,5630
Delaware,3/1/2021,75909,7.8,5925,6085
Delaware,3/2/2021,75946,7.8,5543,5692
Delaware,3/3/2021,83782,8.6,6833,7017
Delaware,3/4/2021,87485,8.98,7237,7432
Delaware,3/5/2021,92003,9.45,7327,7524
Delaware,3/6/2021,96374,9.9,7409,7609
Delaware,3/7/2021,100801,10.35,8022,8238
Delaware,3/8/2021,100543,10.33,7900,8113
Delaware,3/9/2021,103622,10.64,8526,8756
Delaware,3/10/2021,103844,10.66,6799,6982
Delaware,3/11/2021,108208,11.11,7643,7849
Delaware,3/12/2021,111344,11.43,7564,7768
Delaware,3/13/2021,115412,11.85,7598,7803
Delaware,3/14/2021,115574,11.87,6046,6209
District of Columbia,1/13/2021,1275,0.18,3237,4587
District of Columbia,1/15/2021,8250,1.17,3374,4781
District of Columbia,1/19/2021,10196,1.44,2882,4084
District of Columbia,1/20/2021,10553,1.5,2669,3782
District of Columbia,1/21/2021,11685,1.66,2633,3731
District of Columbia,1/22/2021,12045,1.71,2419,3428
District of Columbia,1/23/2021,12649,1.79,2478,3511
District of Columbia,1/24/2021,13043,1.85,2490,3528
District of Columbia,1/25/2021,13236,1.88,2388,3384
District of Columbia,1/26/2021,13293,1.88,2109,2988
District of Columbia,1/27/2021,14434,2.05,2336,3310
District of Columbia,1/28/2021,15177,2.15,2247,3184
District of Columbia,1/29/2021,16112,2.28,2352,3333
District of Columbia,1/30/2021,17029,2.41,2411,3416
District of Columbia,1/31/2021,18710,2.65,2591,3671
District of Columbia,2/1/2021,19217,2.72,2618,3710
District of Columbia,2/2/2021,19218,2.72,2686,3806
District of Columbia,2/3/2021,19753,2.8,2426,3437
District of Columbia,2/4/2021,21313,3.02,3322,4707
District of Columbia,2/5/2021,22719,3.22,3648,5169
District of Columbia,2/6/2021,24069,3.41,3623,5134
District of Columbia,2/7/2021,26151,3.71,3613,5119
District of Columbia,2/8/2021,26957,3.82,3708,5254
District of Columbia,2/9/2021,26957,3.82,3560,5044
District of Columbia,2/10/2021,26957,3.82,3344,4738
District of Columbia,2/11/2021,31786,4.5,2518,3568
District of Columbia,2/12/2021,33167,4.7,2178,3086
District of Columbia,2/13/2021,34388,4.87,2033,2881
District of Columbia,2/14/2021,36388,5.16,2213,3136
District of Columbia,2/16/2021,39060,5.53,2575,3649
District of Columbia,2/17/2021,39973,5.66,2855,4045
District of Columbia,2/18/2021,41311,5.85,2674,3789
District of Columbia,2/19/2021,50145,7.11,6143,8704
District of Columbia,2/20/2021,51565,7.31,6197,8781
District of Columbia,2/21/2021,53244,7.54,5909,8373
District of Columbia,2/22/2021,54187,7.68,5757,8157
District of Columbia,2/23/2021,55413,7.85,5746,8142
District of Columbia,2/24/2021,56711,8.04,5983,8478
District of Columbia,2/25/2021,58201,8.25,6085,8622
District of Columbia,2/26/2021,59551,8.44,2705,3833
District of Columbia,2/27/2021,63706,9.03,3587,5083
District of Columbia,2/28/2021,66481,9.42,4582,6492
District of Columbia,3/1/2021,68370,9.69,4834,6849
